project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi,lat,lon,gg_address,province,district
2293,Supalai Park Phuket City,Muang Phuket Phuket,,2014.0,1.0,15.0,504.0,,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,7.894978171066451,98.3875253928716,"Nakorn Rd, ตำบล ตลาดใหญ่ Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket
2294,Supalai Park Ratchaphruek - Phetkasem,Phasi Charoen Bangkok,,2013.0,1.0,35.0,825.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.718803732432391,100.4561345259578,"PF94+GFC, Petchkasem Rd, Bang Wa, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen
2295,Supalai Park Ratchayothin,Chatuchak Bangkok,,2012.0,1.0,30.0,804.0,30.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.83078527106645,100.5615905928716,"250 Ratchadaphisek Rd, Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak
2296,Supalai Park Srinakarin,Prawet Bangkok,2.65 m.,2009.0,2.0,25.0,1415.0,18.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,13.672971632432391,100.6455170259578,ถนน ศรีนครินทร์ แขวง หนองบอน เขต ประเวศ หนองบอน ประเวศ Bangkok 10250泰國,Bangkok,Prawet
2297,Supalai Park Talat Phlu Station,Thon Buri Bangkok,2.5 m.,2020.0,1.0,34.0,785.0,38.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.712295932432392,100.4736504259578,"PF6F+WC9, Ratchaphruek Rd, Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri
2298,Supalai Park Tiwanon,Muang Nonthaburi Nonthaburi,,2011.0,2.0,21.0,948.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.842565232432392,100.5102833259578,"1 Pracha Rat Rd, Tambon Talat Kwan, Amphoe Mueang Nonthaburi, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
2299,Supalai Park Yaek Fai Chai Station,Bangkok Noi Bangkok,2.55 m.,2022.0,2.0,22.0,726.0,40.0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.75287917106645,100.4705520928716,"232 Charunsanitwong 28/2, Ban Chang Lo, Bangkok Noi, Bangkok 10700泰國",Bangkok,Bangkok Noi
2300,Supalai Place Sukhumvit 39,Watthana Bangkok,,1994.0,2.0,23.0,500.0,31.0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,13.742669932432392,100.5733665259578,"175, 179 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana
2301,Supalai Premier @ Asoke,Huai Khwang Bangkok,2.70 m.,2014.0,1.0,38.0,645.0,35.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,13.747885732432392,100.5653329259578,"เชิงสะพานลอยอโศก ขาเข้า, ก่อนถึงสิงห์คอมเพล็กซ์ 1750 Phetchaburi Rd, Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2302,Supalai Premier Charoen Nakhon,Khlong San Bangkok,2.7 m.,2021.0,1.0,26.0,578.0,50.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.730369332432392,100.5071612259578,"Lat Ya Rd, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San
2303,Supalai Premier Place Asoke,Watthana Bangkok,2.7 m.,2006.0,1.0,30.0,645.0,,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,13.744703532432393,100.5629788259578,"60 Asok Montri Rd, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana
2304,Supalai Premier Ratchada - Narathiwas - Sathorn,Yan Nawa Bangkok,2.6 m.,2010.0,1.0,27.0,621.0,30.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,13.699201871066451,100.5410597928716,"Chong Nonsi, 然那哇縣曼谷 10120泰國",Bangkok,Yan Nawa
2305,Supalai Premier Ratchathewi,Ratchathewi Bangkok,- m.,2013.0,1.0,36.0,575.0,35.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,13.754788032432392,100.5260004259578,"188 Phetchaburi Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi
2306,Supalai Premier Samsen - Ratchawat,Dusit Bangkok,2.7 m.,2024.0,1.0,17.0,248.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.776929232432392,100.5271829259578,"823 ถนน นครไชยศรี แขวง ถนนนครไชยศรี เขตดุสิต Thanon Nakhon Chaisi Rd, ดุสิต Bangkok 10300泰國",Bangkok,Dusit
2307,Supalai Premier Si Phraya - Samyan,Bang Rak Bangkok,2.84 m.,2023.0,1.0,36.0,384.0,50.0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.731224032432392,100.5221245259578,"Si Phraya Rd, Si Phraya, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak
2308,Supalai Prima Riva,Yan Nawa Bangkok,2.7 m.,2015.0,1.0,47.0,871.0,27.0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,13.688507432432392,100.5492490259578,"1338 Rama III Rd, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa
2309,Supalai Prime Rama 9,Huai Khwang Bangkok,2.5 m.,2020.0,2.0,8.0,217.0,50.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.755146332432393,100.5831902259578,"ถนนพระราม 9, แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร บางกะปิ Bangkok 10310泰國",Bangkok,Huai Khwang
2310,Supalai Riva Grande,Yan Nawa Bangkok,2.65 m.,2020.0,3.0,36.0,706.0,40.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,13.678112132432393,100.5470394259578,"Rama III Rd, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa
2311,Supalai River Place,Khlong San Bangkok,2.65 m.,2009.0,1.0,42.0,866.0,20.0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,13.710509432432392,100.5030784259578,"1529, 1 Charoen Nakhon Rd, Bang Lamphu Lang, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San
2312,Supalai River Resort,Thon Buri Bangkok,- m.,2013.0,1.0,39.0,906.0,20.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.707896632432393,100.4959133259578,"Condo Supalai River Resort Charoen Nakhon Rd, Samre, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri
2313,Supalai Veranda Phasi Charoen Station,Phasi Charoen Bangkok,2.55 m.,2021.0,2.0,30.0,1802.0,35.0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.712904432432392,100.4319315259578,"666 Petchkasem Rd, Bang Wa, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen
2314,Supalai Veranda Rama 9,Huai Khwang Bangkok,2.6 m.,2019.0,1.0,31.0,1410.0,35.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,13.756214732432392,100.5831472259578,"349 Rama 9 Frontage Road Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2315,Supalai Veranda Ramkhamhaeng,Bang Kapi Bangkok,2.55 m.,2022.0,3.0,33.0,2073.0,35.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.760334532432392,100.6280168259578,"298 ถนน รามคำแหง แขวง หัวหมาก เขต บางกะปิ, Hua Mak Rd, บางกะปิ, Bangkok 10240泰國",Bangkok,Bang Kapi
2316,Supalai Veranda Ratchavipha - Prachachuen,Bang Sue Bangkok,,2017.0,1.0,29.0,1705.0,35.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,13.818349832432393,100.5359533259578,"689 Pracha Chuen Rd, Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue
2317,Supalai Veranda Rattanathibet,Muang Nonthaburi Nonthaburi,,2017.0,1.0,33.0,1054.0,35.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.862207032432392,100.4994747259578,"299 11 Rattanathibet Rd, Bang Krasaw, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
2318,Supalai Veranda Sukhumvit 117,Muang Samut Prakarn Samut Prakarn,2.55 m.,2021.0,1.0,34.0,1099.0,35.0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.635018332432391,100.5913944259578,"ถ. สุขุมวิท 117 ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ, Bang Mueang Mai, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan
2319,Supalai Vista @ Pak Kred Intersection,Pak Kret Nonthaburi,2.6 m.,2017.0,1.0,30.0,404.0,35.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.907540532432392,100.5061108259578,"56/36 Chaeng Watthana Rd, Pak Kret, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret
2320,Supalai Vista @ Tiwanon Intersection,Muang Nonthaburi Nonthaburi,,2015.0,1.0,34.0,646.0,32.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.841867432432393,100.5115869259578,"RGR6+PJW Supalai Vista Tiwanon, Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
2321,Supalai Vista Phuket,Muang Phuket Phuket,,2016.0,1.0,15.0,322.0,35.0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,7.880417332432392,98.3891347259578,"77 Takuapa Rd, ตำบล ตลาดใหญ่ Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket
2322,Supalai Vista Sri Racha - Laemchabang Port Intersection,Si Racha Chonburi,,2017.0,1.0,30.0,520.0,,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,13.087416971066451,100.9168735928716,"หมู่ที่ 2, ไอเพลส 87/27, Sukhumvit Road, Si Racha District, Chon Buri 20230泰國",Chonburi,Si Racha
2323,Supalai Wellington,Huai Khwang Bangkok,,2014.0,9.0,19.0,1002.0,36.0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,13.767024532432393,100.5787872259578,"Thiam Ruam Mit Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2324,Supalai Wellington II,Huai Khwang Bangkok,,2016.0,7.0,14.0,1092.0,36.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,13.766550632432391,100.5813370259578,"36 Thiam Ruam Mit Rd, Khwaeng Huai Khwang, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2325,Supapong Place,Chatuchak Bangkok,,1993.0,1.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.804993332432392,100.5813928259578,"67, 35 Soi Supha Phong, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak
2326,Supattra Condotel,Bang Na Bangkok,,1994.0,1.0,15.0,,,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,12.91498217106645,100.8654012928716,"328/1 M12 Pratumnak Road, Pattaya City, Pattaya, Chon Buri 20150泰國",Bangkok,Bang Na
2327,Supavadee Tower,Dusit Bangkok,,1989.0,,,114.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.778669832432392,100.5273421259578,"92/4 Soi Mit Anan, Thanon Nakhon Chai Si, Dusit District, Bangkok 10300泰國",Bangkok,Dusit
2328,Supawan River Place,Bang Sao Thong Samut Prakarn,,,,,770.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.695871632432391,100.7926860259578,"83 98 ทางหลวงชนบท สมุทรปราการ 2001 Sisa Chorakhe Noi, Bang Sao Thong District, Samut Prakan 10540泰國",Samut Prakan,Bang Sao Thong
2329,Superior Condominium,Pak Kret Nonthaburi,- m.,,2.0,,38.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.92392027106645,100.5364146928716,"220/4 Bond St, Bangphut, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret
2330,Supreme Condo Ratchawithi 3,Ratchathewi Bangkok,- m.,2012.0,1.0,8.0,79.0,40.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.762790032432392,100.5406321259578,"Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi
2331,Supreme Elegance,Sathon Bangkok,- m.,2005.0,1.0,8.0,35.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,13.705716832432392,100.5404849259578,"1737 Chan Kao Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon
2332,Supreme Garden,Sathon Bangkok,- m.,2009.0,1.0,7.0,22.0,45.0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,13.717183132432393,100.5463660259578,"28 Yen Akat 1 Alley, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon
2333,Supreme Legend,Yan Nawa Bangkok,"2.45,2.65 m.",2018.0,2.0,7.0,71.0,48.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,13.711332432432393,100.5493521259578,"188 Rama III Soi 77, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa
2334,Supreme Ville,Sathon Bangkok,2.5 m.,1998.0,2.0,8.0,111.0,,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,13.71309957106645,100.5488665928716,"45, ซอย Soi Yen Akat 2 Yaek 3, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Sathon
2335,Suptawi Condominium,Muang Phitsanulok Phitsanulok,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84811007106645,100.2313245928716,"868 Phlai Chumphon, Mueang Phitsanulok District, Phitsanulok 65000泰國",Phitsanulok,Mueang Phitsanulok
2336,Surawong City Resort,Bang Rak Bangkok,- m.,2011.0,1.0,8.0,116.0,40.0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.728661432432393,100.5241491259578,"99 Naret Rd, Si Phraya, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak
2337,Surin Park Condominium,Thalang Phuket,,2012.0,1.0,5.0,24.0,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,7.981741032432392,98.2805495259578,"Hat, 128 Srisoonthorn Rd, Cherngtalay, Thalang District, Phuket 83110泰國",Phuket,Thalang
2338,Surin Sabai,Thalang Phuket,,,,,0.0,,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,7.976424532432392,98.2829756259578,"25 Moo 3 Thanon Si Sunthon Cherngtalay, Thalang District, Phuket 83110泰國",Phuket,Thalang
2339,Suvarnabhumi Housing (Wat Sri Vari Noi),Bang Sao Thong Samut Prakarn,- m.,,,5.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.669549571066453,100.7986083928716,"90, อําเภ, 10 Yothathikan Samut Prakan Sai Bang Na-trat-lat Krabang Khao Tha Thiap Ruea Rd, Sisa Chorakhe Yai, Bang Sao Thong District, Samut Prakan 10540泰國",Samut Prakan,Bang Sao Thong
2340,Swift,Bang Sao Thong Samut Prakarn,,,1.0,8.0,77.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.59282677106645,100.8280648928716,"7, ซอยนัมเบอร์วัน ถนนบางนา-ตราด กม.26, ตำบลบางเสาธง อำเภอบางเสาธง จังหวัดสมุทรปราการ, 10542 10540泰國",Samut Prakan,Bang Sao Thong
2341,Symphony Sukhumvit,Phra Khanong Bangkok,- m.,2010.0,1.0,8.0,78.0,35.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.696326032432392,100.6052653259578,"2044 Soi Sukhumvit 62, Sukhumvit Rd., Bangchak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong
2342,Sync Nature Siam,Pathum Wan Bangkok,2.5 m.,2015.0,1.0,8.0,81.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,13.748118832432391,100.5276405259578,"63 Kasem San 3 Alley, Wang Mai, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan
2343,T - Plus Condo Amatanakorn,Muang Chon Buri Chonburi,- m.,2016.0,2.0,8.0,158.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.41961097106645,101.0028529928716,"C293+R4X, Khlong Tamru, Chon Buri District, Chon Buri 20000泰國",Chonburi,Mueang Chonburi
2344,T - Plus Condo Angsila,Muang Chon Buri Chonburi,- m.,2015.0,1.0,8.0,79.0,,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.326110532432391,100.9405563259578,"8WGR+C6V, Chon Buri District, Chon Buri 20000泰國",Chonburi,Mueang Chonburi
2345,T W Jomtien Beach Platinum Suites,Bang Lamung Chonburi,,2012.0,1.0,6.0,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.905999132432392,100.8734831259578,"Jomtien Beach 507/65 Thepprasit Rd, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung
2346,T-One Phaholyothin 32,Chatuchak Bangkok,,2016.0,1.0,8.0,78.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.833074932432393,100.5736655259578,"Sena Nikhom, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak
2347,T.C. Green,Huai Khwang Bangkok,2.7 m.,2014.0,4.0,32.0,958.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.754283071066451,100.5751242928716,"TC Green Condominium Rama IX Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2348,T.C. Tower,Huai Khwang Bangkok,,1996.0,1.0,,153.0,,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.781309332432391,100.5819107259578,"436 153 Soi 20 Mithuna, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2349,T.K. Mansion,Muang Nonthaburi Nonthaburi,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.864296432432392,100.5045269259578,"73/447 Soi Rattanathibet 22, ตำบลบางกระสอ Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
2350,TEAL Sathorn - Taksin,Khlong San Bangkok,- m.,2013.0,1.0,27.0,409.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.719963232432391,100.4926950259578,"88 Soi Somdet Phra Chao Tak Sin 9, Samre, Thon Buri, Bangkok 10600泰國",Bangkok,Khlong San
2351,TERRA RESIDENCE,Khlong Luang Pathumthani,,2022.0,1.0,35.0,715.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,14.066135232432392,100.6166156259578,"ตำบลคลองหนึ่ง อำเภอคลองหลวง คลองหนึ่ง Khlong Luang District, Pathum Thani, 泰國",Pathum Thani,Khlong Luang
2352,TGOLD CONDO 93 Ladprao - Bangkapi,14/165 Wang Thonglang Bangkok,,2019.0,1.0,5.0,64.0,,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.780713132432393,100.6219582259578,"14/165 คลองเจ้าคุณสิงห์ Wang Thonglang, Bangkok 10130泰國",Bangkok,Wang Thonglang
2353,THE ADDRESS SIAM - RATCHATHEWI,Ratchathewi Bangkok,"3,5.8 m.",2022.0,1.0,50.0,880.0,,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,13.75087407106645,100.5292910928716,"Soi Phaya Nak, Thanon Phetchaburi, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi
2354,THE BASE Central - Phuket,Muang Phuket Phuket,2.45 m.,2020.0,3.0,8.0,590.0,58.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,7.888971532432392,98.3642124259578,"Chao Fah Tawan Tok Rd, Wichit, เมือง Phuket 83000泰國",Phuket,Mueang Phuket
2355,THE BASE Phetchaburi - Thonglor,Huai Khwang Bangkok,2.6 m.,2022.0,1.0,36.0,496.0,63.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.745060332432391,100.5822251259578,"New Petchaburi Rd, บางกะปิ, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang
2356,THE BASE Saphanmai,Bang Khen Bangkok,2.55 m.,2020.0,1.0,14.0,820.0,58.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,13.888232732432392,100.6044694259578,"ซอย เอสโซ่, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen
2357,THE BASE Sukhumvit 71,Watthana Bangkok,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.711175832432392,100.6024954259578,"289 On Nut Rd, Phra Khanong Nuea, Watthana, Bangkok 10260泰國",Bangkok,Watthana
2358,THE CANALE condo by mobius,San Sai Chiang Mai,,2022.0,1.0,7.0,21.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,18.8199864324324,99.0164106259578,"369 San Sai Noi, San Sai District, Chiang Mai 50210泰國",Chiang Mai,San Sai
2359,THE CLOVER PHUKET,Kathu Phuket,,2012.0,1.0,7.0,79.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7.895765032432393,98.2967328259578,"162 8-11 Thawewong Rd, Pa Tong, Kathu District, Phuket 83150泰國",Phuket,Kathu
2360,THE CUBE LOFT Ladprao 107,Bang Kapi Bangkok,2.4 m.,2020.0,1.0,8.0,207.0,40.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,13.774318632432392,100.6341133259578,"QJFM+PJH, Khlong Chan, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi
2361,THE CUBE LOFT Nuanchan,Bueng Kum Bangkok,2.4 m.,2020.0,1.0,8.0,208.0,40.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,13.830423432432392,100.6369864259578,"RJJP+5QH, Nuanchan, Bueng Kum, Bangkok 10230泰國",Bangkok,Bueng Kum
2362,THE CUBE LOFT Srinakarin - Theppharak,Muang Samut Prakarn Samut Prakarn,- m.,2022.0,2.0,8.0,349.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.643759232432393,100.6382064259578,"JJVQ+G74, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan
2363,THE CUBE SOUTH Chaengwattana 15/1,Lak Si Bangkok,2.4 m.,2020.0,4.0,7.0,391.0,55.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,13.88944697106645,100.5769290928716,"126/101 ซอย แจ้งวัฒนะ 10 (เบญจมิตร) Chaeng Watthana Rd, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si
2364,THE CUVEE Tiwanon,Muang Nonthaburi Nonthaburi,2.6 m.,2021.0,1.0,33.0,421.0,,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.838865832432392,100.5153007259578,"ถ. กรุงเทพ - นนทบุรี Tambon Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
2365,THE ESSE Sukhumvit 36,Khlong Toei Bangkok,3 m.,2020.0,1.0,43.0,338.0,100.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,13.724169232432391,100.5777004259578,"36 Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei
2366,THE ISSARA Chiang Mai,San Sai Chiang Mai,2.6 m.,2018.0,4.0,7.0,448.0,45.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,18.820833432432394,99.0160749259578,"583, San Sai Noi, San Sai District, Chiang Mai 50210泰國",Chiang Mai,San Sai
2367,THE LINE Jatujak - Mochit,Chatuchak Bangkok,2.7 m.,2018.0,1.0,43.0,841.0,50.0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,13.805880932432393,100.5565404259578,"988 Phahonyothin Road, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak
2368,THE LINE Phahon - Pradipat,Phaya Thai Bangkok,2.7 m.,2020.0,1.0,46.0,981.0,52.0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,13.790863632432393,100.5461116259578,"Pradiphat Rd, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai
2369,THE LINE Phahonyothin Park,Chatuchak Bangkok,2.55 m.,2022.0,1.0,32.0,880.0,55.0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,13.817623132432391,100.5662585259578,"1090 Phahonyothin Road, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak
2370,THE LINE Ratchathewi,Ratchathewi Bangkok,"2.75,3.35 m.",2018.0,1.0,38.0,231.0,90.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.752153132432392,100.5333623259578,"598 Phetchaburi Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi
2371,THE LINE SATHORN,Bang Rak Bangkok,,,1.0,46.0,0.0,,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,13.72909417106645,100.5713420928716,"710, 4 Sukhumvit Road, Khlong Tan, เขต Bangkok 10110泰國",Bangkok,Bang Rak
2372,THE LINE Sukhumvit 101,Phra Khanong Bangkok,"3.40,5.50 m.",2020.0,1.0,37.0,778.0,65.0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,13.691992832432392,100.6082269259578,"3009 Sukhumvit 101 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong
