no,project_name,gg_address,province,district,lat,lon
708,Esmeralda,"64-66 Soi Ngamduplee, Rama IV Road, Thungmahamaek Bangkok 10120, Thailand",Bangkok,Sathon,13.72071973,100.5453888
709,Espana Condo Resort Pattaya,"839 หมู่ที่ 12 ถนน จอมเทียนสาย 2 ตำบล เมืองพัทยา Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.87034523,100.8973917
710,Esta Bliss,"126 Ram Inthra Rd, Min Buri, Bangkok 10510, Thailand",Bangkok,Min Buri,13.81156213,100.7152797
711,Esta Phahol-Sapanmai,"Esta condo Thep Rak Rd, Anusawari, Bang Khen, Bangkok 10220, Thailand",Bangkok,Bang Khen,13.88973797,100.6064923
712,Estabe’ @ Phahonyothin 18,"3 1 ซอย พหลโยธิน 18 Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.79826013,100.5556611
713,Estanan Condo,"Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91225143,100.8663702
714,Eua Amornsuk Condo Ramkhamhaeng,"28 Munlasap Alley, Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang,13.74528673,100.6000232
715,Euro Classic Condominium,"39 Sukhumvit Road, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74124423,100.5585389
716,Evergreen View Tower,"22 310 ซ. บางนา ตราด 56 Bang Na Tai, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na,13.66237973,100.6500533
717,Exclusive Place,"888 ซอย พหลโยธิน 18 Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.79726217,100.5517895
718,Executive Residence 3,"315 Rajchawaroon, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91916673,100.8648555
719,Executive Residence 4,"476 Moo 12, Rajchawaroon,, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91884323,100.8648353
720,Executive Residence I,"WVC6+XQ4, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.92238987,100.8619622
721,Executive Residence II,"WV97+RRM, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91957857,100.8645431
722,FLO by Sansiri,"347 Somdet Chao Phraya Rd, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San,13.73188343,100.5038345
723,FYNN Asoke,"28 Sukhumvit 10 Alley, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73558723,100.5569712
724,FYNN Sukhumvit 31,"77 ถนน สุขุมวิท Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74157033,100.5669189
725,Fah Dome,"3H9W+X3H, Khlong Nueng, Khlong Luang District, Pathum Thani 12120, Thailand",Pathum Thani,Khlong Luang,14.06993423,100.5952407
726,Fair Tower,"อาคาร แฟร์ทาวเวอร์ ซอย สุขุมวิท 50 Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",Bangkok,Khlong Toei,13.70536597,100.5972697
727,Fairview Lat Phrao 31,"333-333/18 Soi Supha Phong, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.80629553,100.5797346
728,Fairview Tower,"40, 35 Sukhumvit Soi 18, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73194357,100.5625854
729,Fak Khao Pode,"15 Ekkamai 10 Alley, Khwaeng Khlong Tan Nuea, Khlongtun Nua, Bangkok 10110, Thailand",Bangkok,Bang Kapi,13.72923387,100.5878425
730,Family Complex,"417 Lat Phrao Rd, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Phaya Thai,13.79417147,100.5885061
731,Family House Ladprao 71,"5, 41 Sukhontha Sawat 2 Alley, Lat Phrao, Bangkok 10230, Thailand",Bangkok,Lat Phrao,13.82372747,100.6102436
732,Family Park,"QH2R+JM3, Rama IX Rd, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.75152193,100.5916671
733,Family Ratchada,"296 Inthamara 41, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng,13.79211853,100.5691507
734,Family Town,"41 Inthamara 29 Alley, Lane 1, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.79214803,100.5591783
735,Feel Condo Lat Phrao 122,"70 ซอย ลาดพร้าว 126 Phlabphla, Wang Thonglang, Bangkok 10310, Thailand",Bangkok,Wang Thonglang,13.76956313,100.6272816
736,Feel Condo Pinklao - Charan 59,"24 Charan Sanitwong 59 Alley, Bang Bumru, Bang Phlat, Bangkok 10700, Thailand",Bangkok,Bang Phlat,13.78246203,100.4875616
737,Feel Ladprao 33,"Lat Phrao 33 Alley, Lane 1, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.80642083,100.5804891
738,Feel Ratchada 36,"RHFP+656, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.82304413,100.5853891
739,Felic Condo Ladprao Wanghin 79,"RHFQ+C63, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Lat Phrao,13.82352063,100.5880353
740,Ficus Lane,"PH7Q+HQF, Sukhumvit 44/1 Alley, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.71392903,100.5894222
741,Fifty Fifth Tower,"84 Thong Lo Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72584333,100.5804394
742,Fin Budget Condo,"P729+2XC, Tambon Choeng Noen, Mueang Rayong District, Rayong 21000, Thailand",Rayong,Mueang Rayong,12.70006093,101.2698816
743,Finn Condo 3 @ Suandok,"Mu Ban Suthep Suthep, Amphoe Mueang Chiang Mai, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai,18.78471053,98.96546523
744,Finn Condo 4 @ Suandok,"8 Soi 6, Suthep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.78534733,98.96728023
745,First Tower,"154 Sukumvit Rd. , Klongtoey Nue, Wattana, BKK 10110 คลองเตยเหนือ วัฒนา Bangkok 10110, Thailand",Bangkok,Watthana,13.74787803,100.5525553
746,Flawless Sathorn Residence,"เลขที่ 6, ซอย สาทร 15 ถนน สาทรใต้, Yan Nawa, Sathon, Bangkok 10330, Thailand",Bangkok,Sathon,13.71763813,100.5245791
747,Flexi Sathon - Charoennakhon,"144 Charoen Nakhon 22 Alley, Bang Lamphu Lang, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San,13.71742583,100.5051045
748,Flora Ville,"16 Phatthanakan 51 Alley, Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang,13.73588633,100.6470076
749,Focus Condominium,"Soi Pha Suk, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Lat Phrao,13.73972237,100.5516738
750,Focus Ploenchit,"Soi Pha Suk, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73972123,100.5516751
751,Focus on Saladaeng,"55 Focus on Saladaeng Silom, Bang Rak, Bangkok 10500, Thailand",Bangkok,Bang Rak,13.72662953,100.5372481
752,Formosa Ladprao 7,"RH68+4XX, Lat Phrao 7 Alley, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Lat Phrao,13.81036913,100.5674699
753,Fortune Condo Town,"315 Naradhiwas Rajanakarindra 24 Alley, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,Yan Nawa,13.70064313,100.5363164
754,Four Seasons Private Residence Bangkok,"300 Charoen Krung Rd, Yannawa, Sathon, Bangkok 10120, Thailand",Bangkok,Bang Kho Laem,13.71230563,100.5102568
755,Four Street Mansion,"3/209 Phahon Yothin 24 Alley, Lane 2-3, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.82001363,100.5688326
756,Fragrant 71,"19 Pridi Banomyong 14 Alley, Phra Khanong Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.71976313,100.5978406
757,Free Island,"Lat Phrao 93 Alley, Khlong Chaokhunsing, Wang Thonglang, Bangkok 10310, Thailand",Bangkok,Lat Phrao,13.78057503,100.6226495
758,Fresh Bangsue,"162/1-2,168 10 Pracha Rat Sai 2 Rd, Bang Sue, Bangkok 10800, Thailand",Bangkok,Bang Sue,13.80561907,100.5239989
759,Fullerton,"1219/2 Sukhumvit Road, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72206793,100.5822715
760,Fuse Chan - Sathorn,"160 Thung Wat Don, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.70611723,100.5305534
761,Fuse MiTi Sutthisan - Ratchada,"QHQ7+MJR ซอย อินทามระ 22 Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng,13.78924523,100.5640007
762,Fuse Mobius Ramkhamhaeng - Klongton,"Ramkhamhaeng 3/1 Alley, Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang,13.74602333,100.601764
763,Fuse Sathorn - Taksin,"Krung Thon Buri Road, Bang Lamphu Lang, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San,13.72046473,100.4969835
764,Fuse Sense Bangkae,"275 Bang Khae Nuea, Bang Khae, Bangkok 10160, Thailand",Bangkok,Bang Khae,13.71064823,100.3963645
765,Future Place Condominium,"XJW6+R79, Rangsit-Pathum Thani 8, Prachathipat, Thanyaburi District, Pathum Thani 12130",Pathum Thani,Thanyaburi,13.99703784,100.6107301
766,Fynn Aree,"QGHR+542, Phahon Yothin 7, แขวงพญาไท Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.77787833,100.5402531
767,G Condo 1,"4WXV+CWR, Tambon Surasak, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.14860523,100.9447647
768,G Condo 2 Sriracha,"378 ชุฆชนไร่กล้วย ม.2 ต.สุรศักดิ์ Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.14741957,100.9444641
769,G Haus,"Santi Kham 4, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65231073,100.6019357
770,G One Condo,"RH8C+CVW, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.81610523,100.5721964
771,G STYLE CONDO,"87 Soi Pracha Rat Bamphen 18, Khwaeng Samsen Nok, Khet Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.77665177,100.5815895
772,G9 Condominium,"730 1 Na Mueang Rd, Tambon Nai Mueang, Mueang Khon Kaen District, Khon Kaen 40000, Thailand",Khon Kaen,Mueang Khon Kaen,16.41783333,102.8323777
773,GM Height,"เลขที่ 10 Sukhumvit Alley 22, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73223363,100.5650852
774,GM Mansion,"5 Sukhumvit 30 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.72650993,100.5725472
775,Galare Thong Tower,"472 Changklan Rd, Tambon Chang Khlan, Mueang Chiang Mai District, Chiang Mai 50150, Thailand",Chiang Mai,Mueang Chiang Mai,18.76547583,98.99757083
776,Garden Asoke - Rama 9,"139 Phetchaburi Rd, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.75046667,100.5747824
777,Garden Cliff,"469 moo 5 Naklua 16 Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.97029467,100.8842949
778,Garden Court,"12 Liap Thang Duan Dao Khanong, Rat Burana, Bangkok 10140, Thailand",Bangkok,Rat Burana,13.67546113,100.5134975
779,Garden Place,"139 Phetchaburi Rd, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.75046667,100.5747824
780,Gen Condo Rangsit-Klong 6,"2PWM+CXP, Khlong Hok, Khlong Luang District, Pathum Thani 12120, Thailand",Pathum Thani,Khlong Luang,14.04609127,100.7349576
781,Glendale Onnut - Srinakarindra,"17 Soi On Nut 46, Nong Bon, Prawet, Bangkok 10250泰國",Bangkok,Prawet,13.69907603,100.6384532
782,Glory Chiang Mai,"9 Changphuak 4 Kho Alley, Tambon Si Phum, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79948774,98.98433117
783,Golden Coast Sriracha Phase 1,"52/5 Ban Rai Din Daeng 14, Bang Phra, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.19078883,100.9306055
784,Golden Coast Sriracha Phase 2,"52/5 Ban Rai Din Daeng 14, Bang Phra, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.19078883,100.9306055
785,Golden Lake View,"โกลเด้น เลค วิว รีสอร์ท 11/2 หมู่5 ต.รางสาลี่ Tha Muang District, Kanchanaburi, Thailand",Nonthaburi,Pak Kret,13.82046393,99.48572563
786,Good Condominium,"W96X+772, Ratsada, Mueang Phuket District, Phuket 83000, Thailand",Phuket,Mueang Phuket,7.910627132,98.39812453
787,Grand Avenue Residence,"ถนน พัทยาสาย 2 ซอย บัวขาว 15 ตำบล หนองปรือ Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.92833913,100.8823151
788,Grand Condominium Wutthakat 53,"Choi Hiran Anuson Alley, Bang Kho, Chom Thong, Bangkok 10150, Thailand",Bangkok,Chom Thong,13.70059517,100.4680613
789,Grand Condotel,"319 หมู่ 12 Thappraya Rd, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.90200557,100.8659215
790,Grand Diamond Pratunam,"888 1 Phetchaburi Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, Thailand",Bangkok,Ratchathewi,13.75039173,100.5385055
791,Grand Florida Beachfront Condo Resort Pattaya,"888 ซอย นาจอมเทียน 14 Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip,12.84246603,100.9067892
792,Grand Heritage Thonglor,"21 To Sak Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.73454413,100.5786675
793,Grand Himalai Oceanfront Residences,"16/34 Moo 6 Kamala, Kathu District, Phuket 83150, Thailand",Phuket,Kathu,7.947749432,98.27180923
794,Grand Langsuan,"52 120 Soi Langsuan, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.73948363,100.5427073
795,Grand Palace,"Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",Bangkok,Wang Thonglang,13.74985383,100.4915758
796,Grand Park Town,"576 Saha Kan Pramun Alley, Wang Thonglang, Bangkok 10130, Thailand",Bangkok,Wang Thonglang,13.77235043,100.5965958
797,Grand Park View,"Rd Klongtoey-nua Wattana, 21 ถนน สุขุมวิท Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74343363,100.5616348
798,Grand Solaire Pattaya,"Thanon Thap Phraya, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91256293,100.8711265
799,Grand View Condo,"215 หมู่ 3 แกรนด์วิวคอนโด Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip,12.80888637,100.9167408
800,Grand Ville House 1,"36 ซอย สุขุมวิท 24 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.72751293,100.568285
801,Grand Ville House 2,"25 27 Soi Sukhumvit 19, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74021137,100.5590861
802,Grande Caribbean Pattaya,"492/2 หมู่ที่ 12 Thappraya Rd, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.90764973,100.8693644
803,Green Lake Condo Sriracha,"344 Si Racha-Nong Yai Bu Rd, Surasak, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.15052753,100.9446261
804,Green Peace Mansion,"51 15 ประดิพัทธ์ ซอย 7 แขวงพญาไท Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.79260643,100.5396448
805,Green Point Prachachuen,"952 Pracha Chuen Rd, Khwaeng Wong Sawang, Bang Sue, Bangkok 10800, Thailand",Bangkok,Bang Sue,13.83126463,100.5381708
806,Green Point Silom,"29 ซอย อนุมานราชธน Khwaeng Suriya Wong, Bang Rak, Bangkok 10500, Thailand",Bangkok,Bang Rak,13.72825453,100.5291748
807,Green Ville Condo @ Sukhumvit 101,"722 Sukhumvit 101 Alley, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",Bangkok,Phra Khanong,13.69089847,100.6145478
808,Green Ville II,"722 Sukhumvit 101 Alley, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",Bangkok,Phra Khanong,13.69089847,100.6145478
809,Greenery Place,"19/1 Sukhumvit 61, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Wang Thonglang,13.72397817,100.5829975
810,Grene Chaengwattana,"VHW3+8J8, Tambon Khlong Klua, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.89607623,100.5541291
811,Grene Don Mueang - Song Prapha,"415 Thanon Song Prapha, Don Mueang, Bangkok 10210, Thailand",Bangkok,Don Mueang,13.92664113,100.5841333
812,Grene Suthisarn,"Sutthisan Winitchai Rd, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.78923973,100.5852141
813,Groove Ratchada - Ladprao,"202 Lat Phrao 48 Alley, Lane 6, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.79722243,100.5851548
814,Groove Ratchada - Rama 9,"1257 Sutthiphon Alley, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng,13.76336733,100.563436
815,Groovy Sriracha,"4W79+5XF, Unnamed Rd, Tambon Thung Suk La, Si Racha District, Chon Buri 20230, Thailand",Chonburi,Si Racha,13.11293653,100.9199328
816,Grove Gardens Phuket,"139 Moo 7, Cape Yamu, Paklok, Thalang, Phuket, ????? ???? ??????, Phuket 83110, Thailand",Phuket,Thalang,7.993197132,98.40391283
817,Grow Rattanathibet,"VFC8+56M, Rattanathibet Rd, Sai Ma, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi,13.87035313,100.4655567
818,H Sukhumvit 43,"28 Sukhumvit 43 Sukhumvit Rd., KlongTon-Nua, Wattana KlongTon-Nua วัฒนา Bangkok 10110, Thailand",Bangkok,Watthana,13.73261613,100.5739551
819,H.R. Residence,"444, 445 Soi Lumphini Nawamin, Khlong Chan, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi,13.77765907,100.6430361
820,H2 Glass and Chrome,"VJ78+RXC, Anusawari, Bang Khen, Bangkok 10220, Thailand",Bangkok,Bang Khen,13.86455327,100.6173915
821,H2 Glo,"VJ78+RXC, Anusawari, Bang Khen, Bangkok 10220, Thailand",Bangkok,Bang Khen,13.86460533,100.6173147
822,H2 Ramindra 21,"VJ78+RM6, Anusawari, Bang Khen, Bangkok 10220, Thailand",Bangkok,Bang Khen,13.86454037,100.6166476
823,HAMPTON SRIRACHA,"122 Sukhumvit Road, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha,13.16235813,100.9271843
824,HI 48 SUTTHISAN,"11 20 Mithuna Alley, Ln 10, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.78524523,100.5832326
825,HI Chaengwattana 19,"WG4J+8FV, Chaeng Wattana-Parkkred 23 Alley, Tambon Khlong Klua, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.90585607,100.5311839
826,HI Ladprao 130,"QJ8M+M39, Lat Phrao 130, Khlong Chan, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi,13.76665483,100.6327288
827,HI SUTTHISAN,"11 20 Mithuna Alley, Ln 10, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang,13.78524637,100.5832313
828,HI Seacon Station,"99/28 Suphaphong 1 Alley, Lane 3-5, Nong Bon, Prawet, Bangkok 10250, Thailand",Bangkok,Prawet,13.68983717,100.6455076
829,HQ Thonglor,"PHHJ+WJH, Thong Lo Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72982033,100.5816211
830,HYDE Heritage Thonglor,"1199 Sukhumvit Road, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72215363,100.5818318
831,HYPARC  RESIDENCES HANGDONG,"177, Tambon Hang Dong, Hang Dong District, Chiang Mai 50230, Thailand",Chiang Mai,Hang Dong,18.69681013,98.92504663
832,Hagone,"10 Thepprasit Rd, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.90800363,100.8820639
833,Hallmark Chaengwattana,"WG4F+MXM, Tambon Pak Kret, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.90671703,100.5249159
834,Hallmark Ngamwongwan,"63 Daongmane, Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi,13.84453783,100.5278611
835,Hampton Residence Bangkok,"PHG8+4R5, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.72526137,100.5671198
836,Hampton Thonglor 10,"324 ซอย ทองหล่อ 10 สุขุมวิท Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.73220973,100.5836515
837,Hansar Rajdamri,"3, 250 Soi Mahadlek, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.74021153,100.5409362
838,Happy Condo Donmuang The Terminal,"Song Prapha 9/1 Alley, Don Mueang, Bangkok 10210, Thailand",Bangkok,Don Mueang,13.92718267,100.5831082
839,Happy Condo Ladprao 101,"787 2 Lat Phrao 101 Rd, Khlong Chaokhunsing, Wang Thonglang, Bangkok 10310, Thailand",Bangkok,Wang Thonglang,13.78807933,100.6274469
840,Happy Condo Laksi - Donmuang,161/39 หมู่ที่ 1 ถนนช่างอากาศอุทิศ แขวงสีกัน เขตดอนเมือง Bangkok 10210泰國,Bangkok,Don Mueang,13.92742924,100.5831923
841,Happy Condo Ratchada 18,"870 Happy condo ก ทม, Mu Ban Yu Charoen 29 Alley, 10310, Thailand",Bangkok,Huai Khwang,13.78377123,100.5860822
842,Happy Place Tower,"217 Saeng Thip Alley, Phra Khanong, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.71467383,100.5967553
843,Harmony Living Pahonyothin 11,"20-22 ซอย พหลโยธิน 11 Phahonyothin Road, แขวงพญาไท Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.78730923,100.5461018
844,Harmony Living Sukhumvit 15,"77 Sukhumvit Soi 15, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74618073,100.5589049
845,Hasu Haus,"77 ซอย สุขุมวิท Phra Khanong Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.71403063,100.6021278
