unit_type_id,project_id,project_name,unit_type
5137,2502,The Coast Condominium,Duplex (128.64 sq.m.)
5138,2502,The Coast Condominium,3 Bedrooms (84.26 - 130.67 sq.m.)
5139,2502,The Coast Condominium,1 Bedroom (29.87 - 44.83 sq.m.)
5140,2502,The Coast Condominium,2 Bedrooms (51.25 - 62.79 sq.m.)
5141,2503,The Collect Ratchada 32,Duo Space (24.28 - 28.62 sq.m.)
5142,2503,The Collect Ratchada 32,1 Bedroom (24.28 - 28.62 sq.m.)
5143,2504,The Collection,Penthouse (84.0 - 135.0 sq.m.)
5144,2504,The Collection,2 Bedrooms (63.0 - 69.0 sq.m.)
5145,2504,The Collection,1 Bedroom (33.0 - 34.0 sq.m.)
5146,2505,The Color Living Condominium,No information
5147,2506,The Colory Vivid,1 Bedroom  (31.0 - 34.0 sq.m.)
5148,2506,The Colory Vivid,Studio (27.0 sq.m.)
5149,2507,The Column Ratchaphruk,No information
5150,2508,The Complete Narathiwat,No information
5151,2509,The Complete Rajprarop,No information
5152,2510,The Concord,No information
5153,2511,The Connexion,No information
5154,2512,The Connexion 2,1 Bedroom (28.0 sq.m.)
5155,2513,The Courtyard Khaoyai,Type A (32.96 - 33.15 sq.m.)
5156,2513,The Courtyard Khaoyai,Type B (46.59 - 47.36 sq.m.)
5157,2514,The Courtyard Rayong,Type 1B-A2 (31.58 sq.m.)
5158,2514,The Courtyard Rayong,Type 1B-B1 (34.86 sq.m.)
5159,2514,The Courtyard Rayong,Type 1B-B2 (35.74 sq.m.)
5160,2514,The Courtyard Rayong,Type 2B-A (53.68 sq.m.)
5161,2514,The Courtyard Rayong,Type 1B-A1 (31.06 sq.m.)
5162,2515,The Cove,No information
5163,2516,The Crest Park Residences,No information
5164,2517,The Crest Phaholyothin 11,No information
5165,2518,The Crest Ruamrudee,1 Bedroom (43.20 - 60.15 sq.m.)
5166,2518,The Crest Ruamrudee,2 Bedrooms (85.77 sq.m.)
5167,2518,The Crest Ruamrudee,Penthouse (167.22 - 242.50 sq.m.)
5168,2519,The Crest Santora huahin,1 Bedroom (N/A sq.m.)
5169,2519,The Crest Santora huahin,Villa (N/A sq.m.)
5170,2519,The Crest Santora huahin,3 Bedroom (N/A sq.m.)
5171,2519,The Crest Santora huahin,2 Bedroom (N/A sq.m.)
5172,2519,The Crest Santora huahin,Duplex (N/A sq.m.)
5173,2520,The Crest Sukhumvit 24,No information
5174,2521,The Crest Sukhumvit 34,Duplex (83.20 - 111.50 sq.m.)
5175,2521,The Crest Sukhumvit 34,Penthouse (87.90 - 101.50 sq.m.)
5176,2521,The Crest Sukhumvit 34,1 Bedroom (35.0 - 53.70 sq.m.)
5177,2521,The Crest Sukhumvit 34,2 Bedrooms (65.10 - 78.50 sq.m.)
5178,2522,The Crest Sukhumvit 49,1 Bedroom (33.50 - 49.20 sq.m.)
5179,2522,The Crest Sukhumvit 49,2 Bedroom (58.80 - 71.40 sq.m.)
5180,2523,The Crystal Bliss @ Rattanathibet,3 Bedroom (59.0 sq.m.)
5181,2523,The Crystal Bliss @ Rattanathibet,1 Bedroom  (30.0 - 42.0 sq.m.)
5182,2523,The Crystal Bliss @ Rattanathibet,Studio (30.0 sq.m.)
5183,2524,The Crystal Condo,Studio (29.0 sq.m.)
5184,2524,The Crystal Condo,2 Bedroom (45.0 sq.m.)
5185,2524,The Crystal Condo,1 Bedroom  (28.0 - 39.0 sq.m.)
5186,2525,The Cube Boutique Ramintra 109,1 Bedroom Plus (33.50 sq.m.)
5187,2525,The Cube Boutique Ramintra 109,1 Bedroom (28.0 - 32.0 sq.m.)
5188,2526,The Cube Chaengwattana,No information
5189,2527,The Cube Nawamin - Ramintra,Type A (24.0 sq.m.)
5190,2527,The Cube Nawamin - Ramintra,Type B (26.50 sq.m.)
5191,2527,The Cube Nawamin - Ramintra,Type D (37.0 sq.m.)
5192,2528,The Cube North Chaengwattana 12,1 Bedroom (28.0 sq.m.)
5193,2528,The Cube North Chaengwattana 12,1 Bedroom Plus (34.50 sq.m.)
5194,2528,The Cube North Chaengwattana 12,2 Bedrooms (43.0 sq.m.)
5195,2529,The Cube Plus Chaengwattana,Type A (28.0 sq.m.)
5196,2529,The Cube Plus Chaengwattana,Type B (36.0 sq.m.)
5197,2529,The Cube Plus Chaengwattana,Type C (51.0 sq.m.)
5198,2530,The Cube Plus Minburi,1 Bedroom (24.0 - 34.0 sq.m.)
5199,2530,The Cube Plus Minburi,2 Bedrooms (49.50 sq.m.)
5200,2531,The Cube Plus Phaholyothin 56,1 Bedroom (25.0 - 34.0 sq.m.)
5201,2532,The Cube Pracha Uthit,Type A (27.0 sq.m.)
5202,2532,The Cube Pracha Uthit,Type C (38.0 sq.m.)
5203,2532,The Cube Pracha Uthit,Type B (28.0 sq.m.)
5204,2533,The Cube Premium Ramintra 34,1 Bedroom (26.50 - 34.0 sq.m.)
5205,2534,The Cube Premium Ratchada 32,Type D (34.0 sq.m.)
5206,2534,The Cube Premium Ratchada 32,Type C (30.0 sq.m.)
5207,2534,The Cube Premium Ratchada 32,Type B (28.0 - 34.50 sq.m.)
5208,2534,The Cube Premium Ratchada 32,Type A (25.0 - 32.50 sq.m.)
5209,2535,The Cube Ramkhamhaeng,1 Bedroom (28.0 sq.m.)
5210,2535,The Cube Ramkhamhaeng,2 Bedroom (30.0 sq.m.)
5211,2536,The Cube Station Ramintra 109,1 Bedroom (24.0 - 38.50 sq.m.)
5212,2537,The Deck Patong,Studio (29.50 - 38.50 sq.m.)
5213,2537,The Deck Patong,1 Bedroom  (40.50 - 50.50 sq.m.)
5214,2537,The Deck Patong,2 Bedroom (63.0 - 75.0 sq.m.)
5215,2538,The Destiny Exclusive Condominium,No information
5216,2539,The Diamond Nawa Nakhon-Taladthai,2 Bedroom (42.0 sq.m.)
5217,2539,The Diamond Nawa Nakhon-Taladthai,Studio (21.0 - 24.0 sq.m.)
5218,2539,The Diamond Nawa Nakhon-Taladthai,1 Bedroom (29.0 - 34.0 sq.m.)
5219,2540,The Diplomat 39,3 Bedrooms (134.0 - 193.0 sq.m.)
5220,2540,The Diplomat 39,2 Bedrooms (74.0 - 94.0 sq.m.)
5221,2540,The Diplomat 39,1 Bedroom (54.0 - 60.0 sq.m.)
5222,2540,The Diplomat 39,Duplex (157.0 - 168.0 sq.m.)
5223,2540,The Diplomat 39,Penthouse (135.0 - 450.0 sq.m.)
5224,2541,The Diplomat Sathorn,1 Bedroom (42.0 - 45.0 sq.m.)
5225,2541,The Diplomat Sathorn,2 Bedrooms (59.0 - 70.0 sq.m.)
5226,2541,The Diplomat Sathorn,3 Bedrooms (85.0 - 86.0 sq.m.)
5227,2542,The ESSE Asoke,1 Bedroom (37.0 - 53.0 sq.m.)
5228,2542,The ESSE Asoke,2 Bedroom (75.50 - 84.0 sq.m.)
5229,2542,The ESSE Asoke,Penthouse (104.50 - 195.50 sq.m.)
5230,2543,The East Ville Bangsaen,No information
5231,2544,The Editor Saphan Khwai,2 Bedroom (52.0 sq.m.)
5232,2544,The Editor Saphan Khwai,1 Bedroom  (34.0 - 35.0 sq.m.)
5233,2544,The Editor Saphan Khwai,Studio (27.0 - 28.0 sq.m.)
5234,2545,The Eight Condominium,No information
5235,2546,The Elegant Ladprao 1,2 Bedrooms (39.41 sq.m.)
5236,2546,The Elegant Ladprao 1,1 Bedroom (30.0 sq.m.)
5237,2546,The Elegant Ladprao 1,1 Bedroom Plus (37.0 sq.m.)
5238,2547,The Embassy Pattaya,Studio (26.50 sq.m.)
5239,2547,The Embassy Pattaya,1 Bedroom  (26.90 - 39.50 sq.m.)
5240,2547,The Embassy Pattaya,2 Bedroom (41.30 - 57.0 sq.m.)
5241,2548,The Empire Place,2 Bedroom (N/A sq.m.)
5242,2548,The Empire Place,3 Bedroom (N/A sq.m.)
5243,2548,The Empire Place,1 Bedroom (54.0 sq.m.)
5244,2548,The Empire Place,Penthouse  (465.0 sq.m.)
5245,2548,The Empire Place,Duplex (N/A sq.m.)
5246,2549,The Empire Tower Pattaya,1 Bedroom (32.50 sq.m.)
5247,2549,The Empire Tower Pattaya,2 Bedrooms (64.0 sq.m.)
5248,2549,The Empire Tower Pattaya,Studio (23.50 sq.m.)
5249,2550,The Emporio Place,Studio (46.0 sq.m.)
5250,2550,The Emporio Place,1 Bedroom (48.0 - 75.50 sq.m.)
5251,2550,The Emporio Place,2 Bedrooms (101.0 - 120.0 sq.m.)
5252,2550,The Emporio Place,3 Bedrooms (164.0 sq.m.)
5253,2551,The Energy Hua Hin,Duplex (N/A sq.m.)
5254,2551,The Energy Hua Hin,1 Bedroom (N/A sq.m.)
5255,2551,The Energy Hua Hin,2 Bedrooms (N/A sq.m.)
5256,2552,The Erawan,Type E-8 (89.0 sq.m.)
5257,2552,The Erawan,Type F2-8 (63.0 sq.m.)
5258,2552,The Erawan,"Type E-3,4,5 (88.0 sq.m.)"
5259,2552,The Erawan,Type A-6 (88.0 sq.m.)
5260,2552,The Erawan,Type B-2-8 (41.0 sq.m.)
5261,2552,The Erawan,Type H2-8 (47.0 sq.m.)
5262,2552,The Erawan,Type A-801 (87.50 sq.m.)
5263,2552,The Erawan,Type G2-8 (40.50 sq.m.)
5264,2552,The Erawan,Type A-301-401-501-701 (87.0 sq.m.)
5265,2552,The Erawan,Type C-2-8 (41.0 sq.m.)
5266,2552,The Erawan,Type I2-8 (37.0 sq.m.)
5267,2552,The Erawan,Type K2-8 (81.50 sq.m.)
5268,2552,The Erawan,Type D-2-8 (40.50 sq.m.)
5269,2552,The Erawan,Type A2 (88.0 sq.m.)
5270,2552,The Erawan,Type E-7 (88.0 sq.m.)
5271,2552,The Erawan,Type J2-8 (39.0 sq.m.)
5272,2552,The Erawan,Type L2-8 (134.0 sq.m.)
5273,2552,The Erawan,Type E-2 (90.0 sq.m.)
5274,2552,The Erawan,Type E-6 (90.0 sq.m.)
5275,2553,The Escape Sukhumvit 101/1,1 Bedroom (30.0 - 44.0 sq.m.)
5276,2553,The Escape Sukhumvit 101/1,2 Bedrooms (53.0 - 59.0 sq.m.)
5277,2554,The Esse at Singha Complex,2 Bedrooms (70.0 - 77.0 sq.m.)
5278,2554,The Esse at Singha Complex,Penthouse (215.50 sq.m.)
5279,2554,The Esse at Singha Complex,1 Bedroom (34.75 - 47.75 sq.m.)
5280,2555,The Estate @ Thapra,1 Bedroom (28.0 - 31.0 sq.m.)
5281,2556,The Estelle Phrom Phong,3 Bedrooms (160.0 sq.m.)
5282,2556,The Estelle Phrom Phong,1 Bedroom (55.0 - 62.0 sq.m.)
5283,2556,The Estelle Phrom Phong,2 Bedrooms (89.50 - 143.50 sq.m.)
5284,2557,The Excel Bearing,1 Bedroom TYPE A (27.0 sq.m.)
5285,2557,The Excel Bearing,1 Bedroom TYPE E (25.40 sq.m.)
5286,2557,The Excel Bearing,Penthouse (49.0 sq.m.)
5287,2557,The Excel Bearing,1 Bedroom TYPE D (32.45 sq.m.)
5288,2557,The Excel Bearing,1 Bedroom TYPE C (26.38 sq.m.)
5289,2557,The Excel Bearing,1 Bedroom TYPE B (28.40 sq.m.)
5290,2558,The Excel Groove,1 Bedroom (25.0 - 30.0 sq.m.)
5291,2559,The Excel Hideaway,1 Bedroom  (26.0 - 28.20 sq.m.)
5292,2559,The Excel Hideaway,2 Bedrooms (44.50 - 42.40 sq.m.)
5293,2559,The Excel Hideaway,Studio (24.20 sq.m.)
5294,2560,The Excel Hideaway Sukhumvit 50,2 Bedroom (48.0 sq.m.)
5295,2560,The Excel Hideaway Sukhumvit 50,1 Bedroom (25.0 - 30.0 sq.m.)
5296,2561,The Excel Hideaway Sukhumvit 71,1 Bedroom Plus (37.50 - 38.0 sq.m.)
5297,2561,The Excel Hideaway Sukhumvit 71,1 Bedroom (28.0 - 41.50 sq.m.)
5298,2562,The Excel Hybrid,1 Bedroom TYPE B (30.0 sq.m.)
5299,2562,The Excel Hybrid,1 Bedroom TYPE A (27.0 sq.m.)
5300,2563,The Excel Khukhot,1 Bedroom (25.0 - 35.0 sq.m.)
5301,2564,The Excel Ladprao - Sutthisan,1 Bedroom (24.50 - 30.10 sq.m.)
5302,2564,The Excel Ladprao - Sutthisan,1 Bedroom Plus (34.70 sq.m.)
5303,2565,The Excel Parc,1 Bedroom (27.50 - 34.0 sq.m.)
5304,2566,The Excel Ratchada 18,2 Bedrooms (39.50 - 41.0 sq.m.)
5305,2566,The Excel Ratchada 18,1 Bedroom (25.0 - 29.0 sq.m.)
5306,2567,The Excel Udomsuk,1 Bedroom  (25.0 - 28.0 sq.m.)
5307,2567,The Excel Udomsuk,Studio (22.0 sq.m.)
5308,2567,The Excel Udomsuk,1 Bedroom Plus (37.0 sq.m.)
5309,2568,The Exclusive Sky,No information
5310,2569,The Executive Regent,No information
5311,2570,The FINE Bangkok Thonglor - Ekamai,1 Bedroom (34.0 - 35.0 sq.m.)
5312,2570,The FINE Bangkok Thonglor - Ekamai,2 Bedrooms (50.0 - 56.0 sq.m.)
5313,2570,The FINE Bangkok Thonglor - Ekamai,Penthouse (76.0 - 92.0 sq.m.)
5314,2571,The Fah Aree,No information
5315,2572,The Feelture Pattaya,2 Bedroom (63.0 sq.m.)
5316,2572,The Feelture Pattaya,1 Bedroom (36.0 sq.m.)
5317,2573,The Fifth Avenue Ratchada - Wongsawang,No information
5318,2574,The Fine @ River,No information
5319,2575,The Fine by Fine Home Ari 4 - Paholyothin,No information
5320,2576,The Focus Condominium,No information
5321,2577,The Fore Condominium Chiangmai,1 Bedroom (34.0 sq.m.)
5322,2577,The Fore Condominium Chiangmai,Studio (25.0 sq.m.)
5323,2578,The Forest Chaengwattana,No information
5324,2579,The Four Wings Residence,2 Bedroom (68.20 - 71.12 sq.m.)
5325,2579,The Four Wings Residence,Duplex (146.04 sq.m.)
5326,2579,The Four Wings Residence,3 Bedroom (135.77 - 141.85 sq.m.)
5327,2579,The Four Wings Residence,1 Bedroom (68.20 - 71.12 sq.m.)
5328,2580,The Future Condo,1 Bedroom (30.0 - 37.50 sq.m.)
5329,2580,The Future Condo,2 Bedroom (50.0 sq.m.)
5330,2581,The Gallery Bearing,Penthouse (100.10 sq.m.)
5331,2581,The Gallery Bearing,Duplex (102.40 - 104.70 sq.m.)
5332,2581,The Gallery Bearing,3 Bedroom (71.30 sq.m.)
5333,2581,The Gallery Bearing,2 Bedroom (58.50 - 68.20 sq.m.)
5334,2581,The Gallery Bearing,1 Bedroom (26.50 - 39.30 sq.m.)
5335,2582,The Gallery Condominium,Studio  (25.0 sq.m.)
5336,2582,The Gallery Condominium,1 Bedroom (57.0 sq.m.)
5337,2583,The Garden Condo,2 Bedroom (62.0 sq.m.)
5338,2583,The Garden Condo,1 Bedroom (30.0 sq.m.)
5339,2584,The Geo Gardin,No information
5340,2585,The Golden Master,1 Bedroom (29.75 - 44.19 sq.m.)
5341,2585,The Golden Master,2 Bedroom (64.25 - 73.78 sq.m.)
5342,2586,The Gorilla Condo,No information
5343,2587,The Grand AD Jomtien Beach,1 bedroom (30.0 - 46.0 sq.m.)
5344,2587,The Grand AD Jomtien Beach,2 bedroom (40.0 - 58.0 sq.m.)
5345,2587,The Grand AD Jomtien Beach,Studio (26.0 sq.m.)
5346,2588,The Grand Condo,No information
5347,2588,The Grand Condo,2 Bedroom (45.0 sq.m.)
5348,2588,The Grand Condo,1 Bedroom (29.0 sq.m.)
5349,2589,The Grand Condo @ Ubon,No information
5350,2590,The Grand Jomtien Pattaya Beach,Studio (26.0 sq.m.)
5351,2590,The Grand Jomtien Pattaya Beach,2 Bedroom  (40.0 - 58.0 sq.m.)
5352,2590,The Grand Jomtien Pattaya Beach,1 Bedroom (30.0 - 46.0 sq.m.)
5353,2591,The Grand Regent,No information
5354,2592,The Grass Pattaya,1 Bedroom (25.76 - 38.86 sq.m.)
5355,2592,The Grass Pattaya,2 Bedroom (40.15 - 40.22 sq.m.)
5356,2593,The Great Condo,1 Bedroom  (46.0 sq.m.)
5357,2593,The Great Condo,Studio (29.0 sq.m.)
5358,2594,The Green 2 @ Sukhumvit 101,2 Bedroom (59.49 sq.m.)
5359,2594,The Green 2 @ Sukhumvit 101,Studio (32.40 sq.m.)
5360,2594,The Green 2 @ Sukhumvit 101,1 Bedroom  (33.0 sq.m.)
5361,2595,The Green 3 @ Sukhumvit 101,1 Bedroom (32.0 sq.m.)
5362,2595,The Green 3 @ Sukhumvit 101,2 Bedroom (45.0 sq.m.)
5363,2596,The Green City Condo,1 Bedroom (31.0 - 32.0 sq.m.)
5364,2596,The Green City Condo,2 Bedrooms (61.0 - 65.0 sq.m.)
5365,2597,The Green Condominium,1 Bedroom (33.0 sq.m.)
5366,2597,The Green Condominium,Studio (32.40 sq.m.)
5367,2597,The Green Condominium,2 Bedroom (59.49 sq.m.)
5368,2598,The Green Glad Bangsaen,1 Bedroom (28.0 - 32.0 sq.m.)
5369,2599,The Green Place,No information
5370,2600,The Green Places,Suite (165.0 sq.m.)
5371,2600,The Green Places,Studio (36.0 sq.m.)
5372,2600,The Green Places,Superior (55.0 sq.m.)
5373,2600,The Green Places,1 Bedroom (50.0 - 70.0 sq.m.)
5374,2600,The Green Places,2 Bedroom (95.0 sq.m.)
5375,2601,The Greenery Bowin,Type C (54.61 sq.m.)
5376,2601,The Greenery Bowin,Type B (32.36 sq.m.)
5377,2601,The Greenery Bowin,Type A (26.83 - 27.34 sq.m.)
5378,2602,The Gusto @ Hau Vieng Lampang,No information
5379,2603,The Habitat Sukhumvit 53,No information
5380,2604,The Happiness Condo,1 Bedroom  (25.0 - 39.50 sq.m.)
5381,2604,The Happiness Condo,Studio (23.0 - 25.87 sq.m.)
5382,2605,The Harmonest Bang sean,1 Bedroom (35.0 sq.m.)
5383,2605,The Harmonest Bang sean,2 Bedroom (54.0 sq.m.)
5384,2605,The Harmonest Bang sean,Studio (27.0 sq.m.)
5385,2606,The Height,No information
5386,2607,The Heritage,No information
5387,2608,The Heritage Suites,No information
5388,2609,The Hill Park,No information
5389,2610,The Horizon Leamthaen - Bang Saen,No information
5390,2611,The Hotel Serviced Condo,Studio (28.0 sq.m.)
5391,2611,The Hotel Serviced Condo,2 Bedroom (55.0 sq.m.)
5392,2611,The Hotel Serviced Condo,1 Bedroom  (32.0 - 49.0 sq.m.)
5393,2612,The Houze Khonkaen,2 Bedroom (44.50 - 65.0 sq.m.)
5394,2612,The Houze Khonkaen,High Ceiling (44.50 - 52.0 sq.m.)
5395,2612,The Houze Khonkaen,1 Bedroom (28.0 - 42.0 sq.m.)
5396,2612,The Houze Khonkaen,High Ceiling (28.0 - 31.0 sq.m.)
5397,2612,The Houze Khonkaen,Duplex (55.0 - 63.50 sq.m.)
5398,2613,The Hudson Sathorn 7,3 Bedroom (142.0 - 197.0 sq.m.)
5399,2613,The Hudson Sathorn 7,2 Bedroom (74.0 - 147.0 sq.m.)
5400,2613,The Hudson Sathorn 7,1 Bedroom (55.0 - 62.0 sq.m.)
5401,2614,The IRIS Rama 9 - Srinakarin,Studio (26.76 sq.m.)
5402,2614,The IRIS Rama 9 - Srinakarin,2 Bedroom (56.95 sq.m.)
5403,2614,The IRIS Rama 9 - Srinakarin,1 Bedroom  (N/A sq.m.)
5404,2615,The Idol Condominium,No information
5405,2616,The Indeed Condo Amata,2 Bedrooms (34.80 sq.m.)
5406,2616,The Indeed Condo Amata,1 Bedroom (25.0 - 34.30 sq.m.)
5407,2616,The Indeed Condo Amata,Studio (23.80 sq.m.)
5408,2617,The Indeed Condo Grand Canal,Studio (24.0 sq.m.)
5409,2617,The Indeed Condo Grand Canal,1 Bedroom (24.0 - 35.0 sq.m.)
5410,2617,The Indeed Condo Grand Canal,2 Bedrooms (42.0 sq.m.)
5411,2618,The Infinity,3 Bedrooms  (N/A sq.m.)
5412,2618,The Infinity,2 Bedrooms  (N/A sq.m.)
5413,2618,The Infinity,Penthouse (N/A sq.m.)
5414,2619,The Isis Condo Khon Kaen,Studio (29.0 sq.m.)
5415,2619,The Isis Condo Khon Kaen,2 Bedroom (53.0 - 89.0 sq.m.)
5416,2620,The Issara Ladprao,Studio (34.0 sq.m.)
5417,2620,The Issara Ladprao,1 Bedroom  (34.0 - 52.0 sq.m.)
5418,2620,The Issara Ladprao,3 Bedroom (138.0 sq.m.)
5419,2620,The Issara Ladprao,2 Bedroom (52.0 - 78.0 sq.m.)
5420,2621,The Issara Sathorn,1 Bedroom (32.66 - 47.21 sq.m.)
5421,2621,The Issara Sathorn,2 Bedrooms (58.96 - 90.32 sq.m.)
5422,2621,The Issara Sathorn,2 Bedrooms Plus (88.14 - 110.74 sq.m.)
5423,2621,The Issara Sathorn,3 Bedrooms (134.88 - 188.76 sq.m.)
5424,2621,The Issara Sathorn,1 Bedroom Plus (37.21 sq.m.)
5425,2622,The Jewel Pratumnak,2 Bedrooms (60.0 - 77.0 sq.m.)
5426,2622,The Jewel Pratumnak,1 Bedroom (38.0 - 42.0 sq.m.)
5427,2623,The Key Chaeng Wattana,1 Bedroom (31.0 - 38.0 sq.m.)
5428,2623,The Key Chaeng Wattana,2 Bedroom (62.50 sq.m.)
5429,2624,The Key MRT Phetkasem 48,1 Bedroom (27.80 - 28.50 sq.m.)
5430,2624,The Key MRT Phetkasem 48,2 Bedrooms (48.10 - 51.20 sq.m.)
5431,2625,The Key Phahonyothin,2 Bedroom (66.0 sq.m.)
5432,2625,The Key Phahonyothin,1 Bedroom (33.0 sq.m.)
5433,2626,The Key Pracha Chuen,1 Bedroom (30.0 sq.m.)
5434,2627,The Key Rama 3,1 Bedroom (30.10 - 30.40 sq.m.)
5435,2627,The Key Rama 3,2 Bedrooms (51.50 - 61.30 sq.m.)
5436,2628,The Key Sathorn - Charoenrat,2 Bedroom (55.20 - 75.30 sq.m.)
5437,2628,The Key Sathorn - Charoenrat,1 Bedroom (32.60 - 37.60 sq.m.)
5438,2629,The Key Sathorn - Ratchapruek,2 Bedroom (50.0 - 63.0 sq.m.)
5439,2629,The Key Sathorn - Ratchapruek,1 Bedroom (30.50 - 49.0 sq.m.)
5440,2630,The Key Udomsuk Chaloemphrakiat Rama 9,1 Bedroom (30.60 - 39.60 sq.m.)
5441,2630,The Key Udomsuk Chaloemphrakiat Rama 9,2 Bedroom (50.60 - 52.60 sq.m.)
5442,2631,The Key Wutthakat,2 Bedroom (56.30 - 57.60 sq.m.)
5443,2631,The Key Wutthakat,1 Bedroom (32.40 - 33.10 sq.m.)
5444,2632,The Kith Chaengwattana,1 Bedroom (28.0 - 46.0 sq.m.)
5445,2633,The Kith Khlong Luang,1 Bedroom (28.0 sq.m.)
5446,2634,The Kith Lite Bangkadi - Tiwanon,1 Bedroom (28.30 - 36.30 sq.m.)
5447,2635,The Kith Lumlukka,Studio (23.0 sq.m.)
5448,2635,The Kith Lumlukka,1 Bedroom (28.0 - 36.0 sq.m.)
5449,2635,The Kith Lumlukka,2 Bedroom (56.0 sq.m.)
5450,2636,The Kith Plus Nawamin,1 Bedroom (31.0 - 42.0 sq.m.)
5451,2636,The Kith Plus Nawamin,2 Bedroom (56.0 - 64.0 sq.m.)
5452,2637,The Kith Plus Paholyothin - Khukot,1 Bedroom (28.0 sq.m.)
5453,2638,The Kith Plus Sukhumvit 113,1 Bedroom (28.0 - 30.0 sq.m.)
5454,2639,The Kith Rangsit - Tiwanon,1 Bedroom Plus (38.0 - 0.0 sq.m.)
5455,2639,The Kith Rangsit - Tiwanon,1 Bedroom (26.0 - 0.0 sq.m.)
5456,2640,The Kith Rangsit-Tiwanon,1 Bedroom A (26.0 - 0.0 sq.m.)
5457,2640,The Kith Rangsit-Tiwanon,1 Bedroom TYPE B (38.0 - 0.0 sq.m.)
5458,2641,The Kith Sukhumvit 113,2 Bedroom (56.50 sq.m.)
5459,2641,The Kith Sukhumvit 113,1 Bedroom (28.50 - 36.94 sq.m.)
5460,2642,The Kith Tiwanon,2 Bedroom (56.0 - 59.0 sq.m.)
5461,2642,The Kith Tiwanon,1 Bedroom (27.25 - 29.0 sq.m.)
5462,2643,The Klasse Residence,1 Bedroom (29.72 - 53.41 sq.m.)
5463,2643,The Klasse Residence,2 Bedroom (59.02 - 72.60 sq.m.)
5464,2644,The Knight Sukhumvit 107,2 Bedrooms (46.0 sq.m.)
5465,2644,The Knight Sukhumvit 107,1 Bedroom (24.0 - 39.0 sq.m.)
5466,2645,The Kris Condotel,No information
5467,2646,The Kris Express 2,No information
5468,2647,The Kris Extra 4,No information
5469,2648,The Kris Extra 5,No information
5470,2649,The Kris Extra 6,No information
5471,2650,The Kris Extra 7,2 Bedrooms (25.50 - 45.0 sq.m.)
5472,2650,The Kris Extra 7,1 Bedroom (28.0 - 34.0 sq.m.)
5473,2650,The Kris Extra 7,Studio (22.50 - 25.50 sq.m.)
5474,2651,The Kris Ratchada 17,2 Bedrooms (39.0 - 40.0 sq.m.)
5475,2651,The Kris Ratchada 17,1 Bedroom (28.0 - 34.0 sq.m.)
5476,2651,The Kris Ratchada 17,1 Bedroom Extra (22.0 - 24.0 sq.m.)
5477,2652,The Kump condominium M,1 Bed (corner) (37.0 - 67.0 sq.m.)
5478,2652,The Kump condominium M,1 Bedroom (29.0 sq.m.)
5479,2653,The L 15 Condo,1 Bedroom (27.72 - 42.24 sq.m.)
5480,2653,The L 15 Condo,2 Bedroom (64.09 sq.m.)
5481,2654,The LINE Asoke - Ratchada,1 Bedroom (27.50 - 28.0 sq.m.)
5482,2654,The LINE Asoke - Ratchada,2 Bedroom (46.25 - 50.25 sq.m.)
5483,2654,The LINE Asoke - Ratchada,1 Bedroom (34.0 - 36.0 sq.m.)
5484,2655,The LIVIN Phetkasem,1 Bedroom (28.0 sq.m.)
5485,2655,The LIVIN Phetkasem,Studio (24.0 sq.m.)
5486,2655,The LIVIN Phetkasem,1 Bedroom Plus (38.0 sq.m.)
5487,2655,The LIVIN Phetkasem,2 Bedrooms (45.0 sq.m.)
5488,2655,The LIVIN Phetkasem,2 Bedrooms (55.0 sq.m.)
5489,2655,The LIVIN Phetkasem,1 Bedroom (32.0 sq.m.)
5490,2656,The Lago,No information
5491,2657,The Lake @ Metro Park Sathorn,1 Bedroom (31.0 sq.m.)
5492,2657,The Lake @ Metro Park Sathorn,2 Bedrooms (44.0 sq.m.)
5493,2658,The Lake Condominium,3 Bedrooms (105.0 - 108.0 sq.m.)
5494,2658,The Lake Condominium,2 Bedrooms  (77.0 - 90.0 sq.m.)
5495,2659,The Lake Kallapraphruk - Wutthakat,No information
5496,2660,The Lakes,4 Bedroom (236.0 sq.m.)
5497,2660,The Lakes,3 Bedroom (142.0 - 210.0 sq.m.)
5498,2660,The Lakes,2 Bedroom (102.0 - 111.0 sq.m.)
5499,2660,The Lakes,1 Bedroom (67.0 sq.m.)
5500,2661,The Lanai Sathorn,No information
5501,2662,The Landmark,No information
5502,2663,The Landscape Rayong,No information
5503,2664,The Leaf,No information
5504,2665,The Legacy Vibhavadi,No information
5505,2666,The Legend Saladaeng,No information
5506,2667,The Light Condo Bangsaen,No information
5507,2668,The Light House,3 Bedroom (119.92 sq.m.)
5508,2668,The Light House,Penthouse (134.77 sq.m.)
5509,2668,The Light House,2 Bedroom (78.17 sq.m.)
5510,2668,The Light House,Studio (33.27 sq.m.)
5511,2668,The Light House,1 Bedroom  (49.31 sq.m.)
5512,2669,The Light Ladprao,Penthouse (N/A sq.m.)
5513,2669,The Light Ladprao,3 Bedroom (N/A sq.m.)
5514,2669,The Light Ladprao,2 Bedroom (N/A sq.m.)
5515,2669,The Light Ladprao,1 Bedroom (N/A sq.m.)
5516,2670,The Light New York,2 Bedroom (42.0 - 52.0 sq.m.)
5517,2670,The Light New York,Studio (22.0 sq.m.)
5518,2670,The Light New York,1 Bedroom  (29.0 sq.m.)
5519,2671,The Light Suanluang,Studio (24.49 - 30.80 sq.m.)
