unit_type_id,project_id,project_name,unit_type
1263,640,Diamond Suites Resort Condominium,No information
1264,641,Diamond Sukhumvit,2 Bedroom (52.20 - 63.40 sq.m.)
1265,641,Diamond Sukhumvit,1 Bedroom  (34.80 sq.m.)
1266,641,Diamond Sukhumvit,Studio (26.0 sq.m.)
1267,642,Diamond Tower,No information
1268,642,Diamond Tower,Studio (N/A sq.m.)
1269,643,Diana Estates,No information
1270,644,Dlux Condominium,No information
1271,645,Dolce Udomsuk,2 Bedroom (67.0 sq.m.)
1272,645,Dolce Udomsuk,1 Bedroom (31.0 sq.m.)
1273,646,Domus 16,No information
1274,647,Domus 18,No information
1275,648,Dormy Residences Sriracha,1 Bedroom (34.0 - 44.0 sq.m.)
1276,648,Dormy Residences Sriracha,2 Bedrooms (50.0 - 60.0 sq.m.)
1277,649,Double Lake Condominium,1 Bed Terrace (43.24 - 43.27 sq.m.)
1278,649,Double Lake Condominium,Studio (20.43 - 20.97 sq.m.)
1279,649,Double Lake Condominium,2 Bedroom (56.02 - 56.90 sq.m.)
1280,649,Double Lake Condominium,1 Bed Combine (68.06 - 68.54 sq.m.)
1281,650,Double U,No information
1282,651,Downtown Forty Nine,No information
1283,652,Dream Boxx,No information
1284,653,Dream Lampang,"Type 1B-D,E,F (31.67 - 35.70 sq.m.)"
1285,653,Dream Lampang,"Type 1B-A,B,C (28.65 - 30.48 sq.m.)"
1286,653,Dream Lampang,Type 1B-G (37.76 sq.m.)
1287,654,Dsign Ratchada,2 Bedroom (65.50 - 73.25 sq.m.)
1288,654,Dsign Ratchada,1 Bedroom (34.53 - 50.50 sq.m.)
1289,654,Dsign Ratchada,Duplex (67.0 - 124.50 sq.m.)
1290,655,Duliya Chalisma,No information
1291,656,Duliya Place Condo,No information
1292,657,Dusit D2 Residence Hua Hin,1 Bedroom (29.0 sq.m.)
1293,657,Dusit D2 Residence Hua Hin,1 Bedroom Corner (33.0 sq.m.)
1294,657,Dusit D2 Residence Hua Hin,1 Bedroom Suites (41.0 sq.m.)
1295,657,Dusit D2 Residence Hua Hin,Studio  (26.0 sq.m.)
1296,658,Dusit Grand Condo View,Type C (52.60 sq.m.)
1297,658,Dusit Grand Condo View,Type D (205.50 sq.m.)
1298,658,Dusit Grand Condo View,Type E (161.40 sq.m.)
1299,658,Dusit Grand Condo View,Type A (34.80 sq.m.)
1300,658,Dusit Grand Condo View,Type B (44.0 sq.m.)
1301,659,Dusit Grand Park,Type D (56.94 sq.m.)
1302,659,Dusit Grand Park,Type C (50.40 sq.m.)
1303,659,Dusit Grand Park,Type B (34.99 sq.m.)
1304,659,Dusit Grand Park,Type A (25.79 sq.m.)
1305,659,Dusit Grand Park,Type E (62.92 sq.m.)
1306,660,Dusit Grand Park 2,2 Bedrooms (63.0 sq.m.)
1307,660,Dusit Grand Park 2,2 Bedrooms (62.0 sq.m.)
1308,660,Dusit Grand Park 2,2 Bedrooms (61.0 sq.m.)
1309,660,Dusit Grand Park 2,1 Bedroom (34.50 sq.m.)
1310,660,Dusit Grand Park 2,Studio (25.0 sq.m.)
1311,661,Dusit Residences and Dusit Parkside,No information
1312,662,ECOresort Bang Saray,Studio (25.25 - 26.43 sq.m.)
1313,662,ECOresort Bang Saray,1 Bedroom (32.43 - 43.87 sq.m.)
1314,662,ECOresort Bang Saray,2 Bedrooms (43.42 - 58.67 sq.m.)
1315,663,EDGE Central Pattaya,1 Bedroom (29.75 - 30.75 sq.m.)
1316,663,EDGE Central Pattaya,1 Bedroom (32.75 - 33.50 sq.m.)
1317,663,EDGE Central Pattaya,2 Bedroom (48.25 - 48.50 sq.m.)
1318,663,EDGE Central Pattaya,2 Bedroom (60.0 - 60.25 sq.m.)
1319,663,EDGE Central Pattaya,1 Bedroom (26.0 - 27.50 sq.m.)
1320,664,Ease Rama 2,2 Bedroom (46.40 - 52.70 sq.m.)
1321,664,Ease Rama 2,1 Bedroom (27.0 - 38.10 sq.m.)
1322,665,Ease Ratchada,No information
1323,666,East Tower,No information
1324,667,Eastern Seaboard City,No information
1325,668,Eastern Tower Codominium,No information
1326,669,Eastwood Park,No information
1327,670,Econdo Bang Saray,Studio (23.0 - 29.0 sq.m.)
1328,670,Econdo Bang Saray,1 Bedroom (40.0 - 46.50 sq.m.)
1329,670,Econdo Bang Saray,2 Bedroom  (43.0 - 76.0 sq.m.)
1330,671,Edge Sukhumvit 23,2 Bedrooms (60.0 - 69.50 sq.m.)
1331,671,Edge Sukhumvit 23,1 Bedroom (29.50 - 43.0 sq.m.)
1332,672,Eight Thonglor Residence,1 Bedroom (46.0 sq.m.)
1333,672,Eight Thonglor Residence,2 Bedroom (N/A sq.m.)
1334,672,Eight Thonglor Residence,3 Bedroom (N/A sq.m.)
1335,672,Eight Thonglor Residence,Duplex (N/A sq.m.)
1336,672,Eight Thonglor Residence,Penthouse  (631.0 sq.m.)
1337,673,Ekamai Condo Town,No information
1338,674,Ekbodin Condominium,No information
1339,675,Ekceed Tongkrad Lamchabang,Studio (N/A sq.m.)
1340,676,Ekpailin Park Rattanathibet,No information
1341,677,Ekpailin Tower Srinakarin,No information
1342,678,Ekthani Condotown,No information
1343,679,El Cielo Khonkaen,Type D (56.0 sq.m.)
1344,679,El Cielo Khonkaen,Type C (48.0 sq.m.)
1345,679,El Cielo Khonkaen,Type B (32.0 sq.m.)
1346,679,El Cielo Khonkaen,Type A (28.0 sq.m.)
1347,680,Elegance @ Cosy Beach,1 Bedroom (70.0 sq.m.)
1348,680,Elegance @ Cosy Beach,2 Bedrooms (105.0 sq.m.)
1349,680,Elegance @ Cosy Beach,Studio (36.0 sq.m.)
1350,681,Elements Srinakarin,2 Bedroom (43.65 - 65.35 sq.m.)
1351,681,Elements Srinakarin,1 Bedroom (30.25 - 43.11 sq.m.)
1352,682,Elephant Tower,No information
1353,683,Elio Condo,1 Bedrooms (30.20 - 0.0 sq.m.)
1354,683,Elio Condo,Studio (21.70 - 0.0 sq.m.)
1355,684,Elio Del Moss Phaholyothin 34,1 Bedroom  (30.50 - 0.0 sq.m.)
1356,684,Elio Del Moss Phaholyothin 34,1 Bedroom Plus (34.50 - 43.50 sq.m.)
1357,684,Elio Del Moss Phaholyothin 34,Studio (24.0 - 0.0 sq.m.)
1358,684,Elio Del Moss Phaholyothin 34,2 Bedroom (43.50 - 46.50 sq.m.)
1359,685,Elio Del Nest,1 Bedroom (31.50 - 34.50 sq.m.)
1360,685,Elio Del Nest,Studio  (26.0 - 0.0 sq.m.)
1361,685,Elio Del Nest,2 Bedrooms (52.0 - 64.0 sq.m.)
1362,685,Elio Del Nest,1 Bedroom Plus (39.0 - 41.50 sq.m.)
1363,686,Elio Del Ray,Studio (24.0 - 26.0 sq.m.)
1364,686,Elio Del Ray,1 Bedroom (30.0 - 34.0 sq.m.)
1365,686,Elio Del Ray,2 Bedrooms (45.0 - 0.0 sq.m.)
1366,687,Elio Sathorn - Wutthakat,Studio (24.50 - 28.0 sq.m.)
1367,687,Elio Sathorn - Wutthakat,2 Bedroom (56.50 - 61.50 sq.m.)
1368,687,Elio Sathorn - Wutthakat,2 Bedroom Twist (38.0 - 69.50 sq.m.)
1369,687,Elio Sathorn - Wutthakat,1 Bedroom (30.50 - 0.0 sq.m.)
1370,687,Elio Sathorn - Wutthakat,1 Bedroom Plus (34.50 - 0.0 sq.m.)
1371,688,Elite Residence Rama 9 - Srinakarin,No information
1372,689,Elite Salaya,1 Bedroom Executive (30.0 - 40.0 sq.m.)
1373,689,Elite Salaya,2 Bedroom (40.0 - 50.0 sq.m.)
1374,689,Elite Salaya,1 Bedroom (25.0 - 42.0 sq.m.)
1375,690,Embassy Place Bearing 45,1 Bedroom (34.20 sq.m.)
1376,691,Emerald Palace,No information
1377,692,Emerald Residence Ratchada,Studio (22.0 - 32.0 sq.m.)
1378,692,Emerald Residence Ratchada,2 Bedroom (42.0 - 51.0 sq.m.)
1379,692,Emerald Residence Ratchada,1 Bedroom  (28.0 - 42.0 sq.m.)
1380,693,Empire House,No information
1381,694,Empire Sawasdee,No information
1382,695,Episode Phahol - Sapanmai,2 Bedroom (41.31 - 48.26 sq.m.)
1383,695,Episode Phahol - Sapanmai,Studio (22.67 - 23.84 sq.m.)
1384,695,Episode Phahol - Sapanmai,1 Bedroom Exclusive  (23.37 - 30.63 sq.m.)
1385,695,Episode Phahol - Sapanmai,1 Bedroom  (23.84 sq.m.)
1386,695,Episode Phahol - Sapanmai,1 Bedroom Extra (25.20 - 28.42 sq.m.)
1387,695,Episode Phahol - Sapanmai,1 Bedroom Plus (32.70 - 37.83 sq.m.)
1388,696,Equinox,1 Bedroom (30.0 - 40.0 sq.m.)
1389,696,Equinox,Penthouse (106.0 - 290.0 sq.m.)
1390,696,Equinox,2 Bedroom (60.0 - 76.0 sq.m.)
1391,697,Escent  Chiangmai,2 Bedroom (42.0 sq.m.)
1392,697,Escent  Chiangmai,1 Bedroom (24.0 - 35.0 sq.m.)
1393,698,Escent Hatyai,1 Bedroom TYPE A (27.50 - 0.0 sq.m.)
1394,698,Escent Hatyai,1 Bedroom TYPE A1 (56.18 - 0.0 sq.m.)
1395,698,Escent Hatyai,1 Bedroom TYPE D (51.38 - 0.0 sq.m.)
1396,698,Escent Hatyai,1 Bedroom TYPE C (42.76 - 0.0 sq.m.)
1397,698,Escent Hatyai,1 Bedroom TYPE B (32.39 - 0.0 sq.m.)
1398,699,Escent Khon Kean,No information
1399,700,Escent Korat 2,1 Bedroom TYPE B (32.50 - 0.0 sq.m.)
1400,700,Escent Korat 2,1 Bedroom TYPE E (52.09 - 0.0 sq.m.)
1401,700,Escent Korat 2,1 Bedroom TYPE D (39.69 - 0.0 sq.m.)
1402,700,Escent Korat 2,1 Bedroom TYPE C (33.87 - 0.0 sq.m.)
1403,700,Escent Korat 2,1 Bedroom TYPE A (28.10 - 0.0 sq.m.)
1404,700,Escent Korat 2,1 Bedroom TYPE F (64.20 - 0.0 sq.m.)
1405,700,Escent Korat 2,1 Bedroom TYPE E (94.72 - 0.0 sq.m.)
1406,701,Escent Nakhonratchasima,No information
1407,702,Escent Park Ville Chiangmai,1 Bedroom (24.0 - 35.0 sq.m.)
1408,702,Escent Park Ville Chiangmai,2 Bedrooms (49.0 - 58.0 sq.m.)
1409,703,Escent Rayong,3 Bedroom (N/A sq.m.)
1410,703,Escent Rayong,1 Bedroom (N/A sq.m.)
1411,703,Escent Rayong,2 Bedroom (N/A sq.m.)
1412,704,Escent Rayong 2,1 Bedroom TYPE A (28.06 - 0.0 sq.m.)
1413,704,Escent Rayong 2,1 Bedroom TYPE G (68.90 - 0.0 sq.m.)
1414,704,Escent Rayong 2,1 Bedroom TYPE C (32.45 - 0.0 sq.m.)
1415,704,Escent Rayong 2,1 Bedroom TYPE F (57.20 - 0.0 sq.m.)
1416,704,Escent Rayong 2,1 Bedroom TYPE E (51.66 - 0.0 sq.m.)
1417,704,Escent Rayong 2,1 Bedroom TYPE B (29.0 - 0.0 sq.m.)
1418,704,Escent Rayong 2,1 Bedroom TYPE D (33.30 - 0.0 sq.m.)
1419,705,Escent Ubonratchathani,Type B7 (29.34 sq.m.)
1420,705,Escent Ubonratchathani,Type B6 (28.51 sq.m.)
1421,705,Escent Ubonratchathani,Type B3 (28.12 sq.m.)
1422,705,Escent Ubonratchathani,Type B8 (28.12 sq.m.)
1423,705,Escent Ubonratchathani,Type B8M (28.12 sq.m.)
1424,705,Escent Ubonratchathani,Type C3 (32.19 sq.m.)
1425,705,Escent Ubonratchathani,Type B2 (28.33 sq.m.)
1426,705,Escent Ubonratchathani,Type B1M (28.34 sq.m.)
1427,705,Escent Ubonratchathani,Type B1 (28.34 sq.m.)
1428,705,Escent Ubonratchathani,Type B5 (28.54 sq.m.)
1429,705,Escent Ubonratchathani,Type C2 (32.19 sq.m.)
1430,705,Escent Ubonratchathani,Type C1 (32.28 sq.m.)
1431,705,Escent Ubonratchathani,Type A3 (23.69 sq.m.)
1432,705,Escent Ubonratchathani,Type B10 (28.12 sq.m.)
1433,705,Escent Ubonratchathani,Type B9 (28.35 sq.m.)
1434,705,Escent Ubonratchathani,Type A2 (23.97 sq.m.)
1435,705,Escent Ubonratchathani,Type A1M (24.20 sq.m.)
1436,705,Escent Ubonratchathani,Type A1 (24.20 sq.m.)
1437,705,Escent Ubonratchathani,Type D1 (49.09 sq.m.)
1438,705,Escent Ubonratchathani,Type E (63.92 sq.m.)
1439,705,Escent Ubonratchathani,Type C1M (32.28 sq.m.)
1440,705,Escent Ubonratchathani,Type B4 (28.61 sq.m.)
1441,706,Escent Ville Ayutthaya,2 Bedroom (56.0 - 0.0 sq.m.)
1442,706,Escent Ville Ayutthaya,1 Bedroom TYPE A (28.0 - 0.0 sq.m.)
1443,706,Escent Ville Ayutthaya,1 Bedroom TYPE B (32.0 - 0.0 sq.m.)
1444,707,Escent Ville Chiangmai,1 Bedroom (23.0 - 32.0 sq.m.)
1445,707,Escent Ville Chiangmai,2 Bedrooms (58.0 - 69.0 sq.m.)
1446,708,Esmeralda,No information
1447,709,Espana Condo Resort Pattaya,Studio (N/A sq.m.)
1448,709,Espana Condo Resort Pattaya,1 Bedroom  (N/A sq.m.)
1449,709,Espana Condo Resort Pattaya,2 Bedrooms (N/A sq.m.)
1450,710,Esta Bliss,One Bedroom (23.0 - 28.0 sq.m.)
1451,710,Esta Bliss,One Bedroom Plus (31.0 - 41.0 sq.m.)
1452,710,Esta Bliss,Two Bedroom (45.0 - 54.0 sq.m.)
1453,711,Esta Phahol-Sapanmai,1 Bedroom (23.0 - 35.0 sq.m.)
1454,711,Esta Phahol-Sapanmai,2 Bedroom (45.0 - 52.0 sq.m.)
1455,712,Estabe’ @ Phahonyothin 18,1 Bedroom (32.0 sq.m.)
1456,712,Estabe’ @ Phahonyothin 18,Studio  (25.0 - 28.0 sq.m.)
1457,713,Estanan Condo,1 Bedroom  (33.0 - 47.60 sq.m.)
1458,713,Estanan Condo,Studio  (30.0 sq.m.)
1459,714,Eua Amornsuk Condo Ramkhamhaeng,No information
1460,715,Euro Classic Condominium,No information
1461,716,Evergreen View Tower,No information
1462,717,Exclusive Place,No information
1463,718,Executive Residence 3,No information
1464,719,Executive Residence 4,No information
1465,720,Executive Residence I,No information
1466,721,Executive Residence II,No information
1467,722,FLO by Sansiri,No information
1468,723,FYNN Asoke,2 Bed 2 Bath (46.0 - 68.0 sq.m.)
1469,723,FYNN Asoke,Duplex Penthouse (120.0 sq.m.)
1470,723,FYNN Asoke,3 Bed3 Bed (104.0 sq.m.)
1471,723,FYNN Asoke,2 Bed 1 Bath (48.0 - 57.0 sq.m.)
1472,723,FYNN Asoke,1 Bed Plus (40.0 - 62.0 sq.m.)
1473,723,FYNN Asoke,1 Bed (24.0 - 49.0 sq.m.)
1474,724,FYNN Sukhumvit 31,Penthouse (150.0 - 400.0 sq.m.)
1475,724,FYNN Sukhumvit 31,3 Bedrooms (113.0 - 117.0 sq.m.)
1476,724,FYNN Sukhumvit 31,2 Bedrooms (70.0 - 80.0 sq.m.)
1477,724,FYNN Sukhumvit 31,1 Bedroom (36.0 - 48.0 sq.m.)
1478,725,Fah Dome,No information
1479,726,Fair Tower,No information
1480,727,Fairview Lat Phrao 31,No information
1481,728,Fairview Tower,No information
1482,729,Fak Khao Pode,No information
1483,730,Family Complex,No information
1484,731,Family House Ladprao 71,No information
1485,732,Family Park,2 Bedroom (84.34 sq.m.)
1486,732,Family Park,1 Bedroom  (27.85 sq.m.)
1487,732,Family Park,Studio (27.87 sq.m.)
1488,733,Family Ratchada,No information
1489,734,Family Town,No information
1490,735,Feel Condo Lat Phrao 122,1 Bedroom (23.0 - 29.0 sq.m.)
1491,736,Feel Condo Pinklao - Charan 59,1 Bedroom (24.0 - 38.0 sq.m.)
1492,736,Feel Condo Pinklao - Charan 59,2 Bedrooms (52.0 sq.m.)
1493,737,Feel Ladprao 33,1 Bedroom (25.0 - 40.50 sq.m.)
1494,737,Feel Ladprao 33,2 Bedrooms (39.0 sq.m.)
1495,738,Feel Ratchada 36,Studio (22.0 sq.m.)
1496,738,Feel Ratchada 36,1 Bedroom  (25.25 sq.m.)
1497,739,Felic Condo Ladprao Wanghin 79,1 Bedroom (24.0 - 29.0 sq.m.)
1498,739,Felic Condo Ladprao Wanghin 79,2 Bedrooms (37.30 sq.m.)
1499,740,Ficus Lane,No information
1500,741,Fifty Fifth Tower,No information
1501,742,Fin Budget Condo,No information
1502,743,Finn Condo 3 @ Suandok,Suite (55.0 sq.m.)
1503,743,Finn Condo 3 @ Suandok,Single Bed (30.0 sq.m.)
1504,744,Finn Condo 4 @ Suandok,No information
1505,745,First Tower,No information
1506,746,Flawless Sathorn Residence,No information
1507,747,Flexi Sathon - Charoennakhon,2 Bedrooms (45.0 - 51.36 sq.m.)
1508,747,Flexi Sathon - Charoennakhon,1 Bedroom (29.40 - 43.0 sq.m.)
1509,747,Flexi Sathon - Charoennakhon,Studio (25.20 - 0.0 sq.m.)
1510,748,Flora Ville,No information
1511,749,Focus Condominium,No information
1512,750,Focus Ploenchit,1 Bedroom (34.46 - 57.88 sq.m.)
1513,750,Focus Ploenchit,2 Bedroom (57.72 - 89.84 sq.m.)
1514,750,Focus Ploenchit,Penthouse (56.89 - 124.47 sq.m.)
1515,751,Focus on Saladaeng,No information
1516,752,Formosa Ladprao 7,2 Bedroom (63.41 - 77.89 sq.m.)
1517,752,Formosa Ladprao 7,1 Bedroom (31.72 - 41.86 sq.m.)
1518,753,Fortune Condo Town,No information
1519,754,Four Seasons Private Residence Bangkok,"Penthouse (1,050.00 sq.m.)"
1520,754,Four Seasons Private Residence Bangkok,2 Bedrooms (115.0 - 140.0 sq.m.)
1521,755,Four Street Mansion,No information
1522,756,Fragrant 71,No information
1523,757,Free Island,2 Bedrooms (36.0 sq.m.)
1524,757,Free Island,1 Bedroom (30.80 - 48.50 sq.m.)
1525,758,Fresh Bangsue,Type B (52.0 sq.m.)
1526,758,Fresh Bangsue,Type A (26.0 sq.m.)
1527,759,Fullerton,4 Bedroom (201.0 sq.m.)
1528,759,Fullerton,5 Bedroom (380.0 sq.m.)
1529,759,Fullerton,3 Bedroom (132.0 - 170.0 sq.m.)
1530,759,Fullerton,2 Bedroom (96.0 - 105.0 sq.m.)
1531,760,Fuse Chan - Sathorn,Studio (26.0 sq.m.)
1532,760,Fuse Chan - Sathorn,1 Bedroom (28.50 - 34.50 sq.m.)
1533,760,Fuse Chan - Sathorn,2 Bedrooms (56.0 - 59.50 sq.m.)
1534,760,Fuse Chan - Sathorn,Penthouse (85.50 sq.m.)
1535,760,Fuse Chan - Sathorn,Duplex (70.0 - 70.50 sq.m.)
1536,761,Fuse MiTi Sutthisan - Ratchada,1 Bedroom (28.0 - 34.50 sq.m.)
1537,761,Fuse MiTi Sutthisan - Ratchada,2 Bedroom (48.50 sq.m.)
1538,762,Fuse Mobius Ramkhamhaeng - Klongton,1 Bedroom (29.0 - 38.0 sq.m.)
1539,762,Fuse Mobius Ramkhamhaeng - Klongton,2 Bedroom (55.20 sq.m.)
1540,763,Fuse Sathorn - Taksin,Duplex (68.26 - 70.53 sq.m.)
1541,763,Fuse Sathorn - Taksin,Duplex (69.43 sq.m.)
1542,763,Fuse Sathorn - Taksin,2 Bedroom (55.95 sq.m.)
1543,763,Fuse Sathorn - Taksin,1 Bedroom  (31.17 - 49.47 sq.m.)
1544,763,Fuse Sathorn - Taksin,Studio (27.83 sq.m.)
1545,764,Fuse Sense Bangkae,2 Bedrooms (45.50 - 46.0 sq.m.)
1546,764,Fuse Sense Bangkae,1 Bedroom (26.0 - 32.0 sq.m.)
1547,764,Fuse Sense Bangkae,Studio (24.0 - 24.50 sq.m.)
1548,765,Future Place Condominium,No information
1549,766,Fynn Aree,1 Bedroom (27.0 - 31.50 sq.m.)
1550,766,Fynn Aree,2 Bedroom (47.0 sq.m.)
1551,767,G Condo 1,No information
1552,768,G Condo 2 Sriracha,No information
1553,769,G Haus,Type B (53.80 sq.m.)
1554,769,G Haus,Type C (63.50 sq.m.)
1555,769,G Haus,Type A (47.0 sq.m.)
1556,770,G One Condo,No information
1557,771,G STYLE CONDO,2 Bedroom (58.0 sq.m.)
1558,771,G STYLE CONDO,1 Bedroom (28.0 - 36.0 sq.m.)
1559,772,G9 Condominium,1 Bedroom (45.0 - 60.0 sq.m.)
1560,773,GM Height,No information
1561,774,GM Mansion,No information
1562,775,Galare Thong Tower,No information
1563,776,Garden Asoke - Rama 9,2 Bedroom (66.0 - 0.0 sq.m.)
1564,776,Garden Asoke - Rama 9,1 Bedroom  (33.0 - 76.0 sq.m.)
1565,776,Garden Asoke - Rama 9,Studio (26.0 - 0.0 sq.m.)
1566,777,Garden Cliff,No information
1567,778,Garden Court,No information
1568,779,Garden Place,No information
1569,780,Gen Condo Rangsit-Klong 6,No information
1570,781,Glendale Onnut - Srinakarindra,No information
1571,782,Glory Chiang Mai,2 Bedrooms (73.45 sq.m.)
1572,782,Glory Chiang Mai,1 Bedroom (25.72 - 34.34 sq.m.)
1573,783,Golden Coast Sriracha Phase 1,1 Bedroom (52.70 - 67.20 sq.m.)
1574,783,Golden Coast Sriracha Phase 1,2 Bedroom (67.60 - 96.50 sq.m.)
1575,783,Golden Coast Sriracha Phase 1,3 Bedroom (150.90 - 156.20 sq.m.)
1576,784,Golden Coast Sriracha Phase 2,1 Bedroom (49.80 - 62.10 sq.m.)
1577,784,Golden Coast Sriracha Phase 2,2 Bedroom (74.10 - 83.20 sq.m.)
1578,785,Golden Lake View,2 Bedroom (53.0 - 110.0 sq.m.)
1579,786,Good Condominium,No information
1580,787,Grand Avenue Residence,1 Bedroom (36.10 - 54.90 sq.m.)
1581,787,Grand Avenue Residence,2 Bedrooms (64.85 - 88.14 sq.m.)
1582,788,Grand Condominium Wutthakat 53,1 Bedroom (24.0 - 30.0 sq.m.)
1583,788,Grand Condominium Wutthakat 53,2 Bedrooms (45.0 sq.m.)
1584,789,Grand Condotel,No information
1585,790,Grand Diamond Pratunam,1 Bedroom (N/A sq.m.)
1586,790,Grand Diamond Pratunam,3 Bedroom (N/A sq.m.)
1587,790,Grand Diamond Pratunam,2 Bedroom (N/A sq.m.)
1588,791,Grand Florida Beachfront Condo Resort Pattaya,No information
1589,792,Grand Heritage Thonglor,1 Bedroom (53.0 - 57.0 sq.m.)
1590,792,Grand Heritage Thonglor,3 Bedroom (104.0 - 136.50 sq.m.)
1591,793,Grand Himalai Oceanfront Residences,No information
1592,794,Grand Langsuan,2 Bedroom (98.0 - 144.0 sq.m.)
1593,795,Grand Palace,No information
1594,796,Grand Park Town,Studio (33.0 sq.m.)
1595,796,Grand Park Town,2 Bedroom (62.0 - 73.03 sq.m.)
1596,796,Grand Park Town,1 Bedroom  (45.0 sq.m.)
1597,797,Grand Park View,No information
1598,798,Grand Solaire Pattaya,No information
1599,799,Grand View Condo,No information
1600,800,Grand Ville House 1,3 Bedroom (176.0 - 225.0 sq.m.)
1601,801,Grand Ville House 2,4 Bedroom (276.0 sq.m.)
1602,801,Grand Ville House 2,3 Bedroom (220.0 sq.m.)
1603,802,Grande Caribbean Pattaya,2 Bedrooms (69.0 - 93.50 sq.m.)
1604,802,Grande Caribbean Pattaya,1 Bedroom (34.50 sq.m.)
1605,803,Green Lake Condo Sriracha,No information
1606,804,Green Peace Mansion,No information
1607,805,Green Point Prachachuen,No information
1608,806,Green Point Silom,2 Bedroom (72.0 - 75.0 sq.m.)
1609,807,Green Ville Condo @ Sukhumvit 101,1 Bedroom (30.11 - 35.63 sq.m.)
1610,808,Green Ville II,2 Bedrooms (41.94 sq.m.)
1611,808,Green Ville II,1 Bedroom (28.87 sq.m.)
1612,809,Greenery Place,No information
1613,810,Grene Chaengwattana,Duplex (59.0 sq.m.)
1614,810,Grene Chaengwattana,2 Bedroom (59.0 - 61.0 sq.m.)
1615,810,Grene Chaengwattana,1 Bedroom  (32.0 - 35.50 sq.m.)
1616,810,Grene Chaengwattana,Studio (22.0 - 23.0 sq.m.)
1617,811,Grene Don Mueang - Song Prapha,1 Bedroom (25.0 - 34.0 sq.m.)
1618,811,Grene Don Mueang - Song Prapha,2 Bedroom (50.0 sq.m.)
1619,811,Grene Don Mueang - Song Prapha,Studio  (22.0 sq.m.)
1620,812,Grene Suthisarn,Studio (29.90 - 36.39 sq.m.)
1621,812,Grene Suthisarn,1 Bedroom  (41.16 - 58.62 sq.m.)
1622,813,Groove Ratchada - Ladprao,2 Bedroom (47.0 sq.m.)
1623,813,Groove Ratchada - Ladprao,1 Bedroom Plus (35.50 sq.m.)
1624,813,Groove Ratchada - Ladprao,1 Bedroom (23.50 sq.m.)
1625,813,Groove Ratchada - Ladprao,Loft Room (24.0 sq.m.)
1626,814,Groove Ratchada - Rama 9,GROOVE Cooper (22.0 - 26.0 sq.m.)
1627,814,Groove Ratchada - Rama 9,GROOVE Xtend Plus (32.0 - 44.0 sq.m.)
1628,814,Groove Ratchada - Rama 9,GROOVE Xtend (28.0 - 36.0 sq.m.)
1629,814,Groove Ratchada - Rama 9,GROOVE XCoolsive (31.0 - 36.0 sq.m.)
1630,815,Groovy Sriracha,Type C (57.95 sq.m.)
1631,815,Groovy Sriracha,Type B (32.35 sq.m.)
1632,815,Groovy Sriracha,Type D (62.0 sq.m.)
1633,815,Groovy Sriracha,Type A (28.0 sq.m.)
1634,816,Grove Gardens Phuket,No information
1635,817,Grow Rattanathibet,2 Bedroom Plus (76.0 - 0.0 sq.m.)
1636,817,Grow Rattanathibet,2 Bedroom (58.0 - 0.0 sq.m.)
1637,817,Grow Rattanathibet,1 Bedroom Plus (42.50 - 0.0 sq.m.)
1638,817,Grow Rattanathibet,1 Bedroom (35.0 - 0.0 sq.m.)
1639,818,H Sukhumvit 43,1 Bedroom (N/A sq.m.)
1640,818,H Sukhumvit 43,2 Bedrooms (N/A sq.m.)
1641,818,H Sukhumvit 43,3 Bedrooms (N/A sq.m.)
1642,818,H Sukhumvit 43,Penthouse (N/A sq.m.)
1643,819,H.R. Residence,Studio (N/A sq.m.)
1644,820,H2 Glass and Chrome,1 Bedroom Plus (33.73 sq.m.)
1645,820,H2 Glass and Chrome,1 Bedroom Exclusive (26.50 sq.m.)
1646,820,H2 Glass and Chrome,1 Bedroom (20.87 sq.m.)
1647,820,H2 Glass and Chrome,1 Bedroom Special (37.27 sq.m.)
1648,820,H2 Glass and Chrome,2 Bedroom (44.64 sq.m.)
1649,821,H2 Glo,1 Bedroom (22.12 - 22.55 sq.m.)
1650,821,H2 Glo,1 Bedroom Exclusive (28.98 - 29.01 sq.m.)
1651,821,H2 Glo,1 Bedroom Plus (31.30 - 34.90 sq.m.)
1652,821,H2 Glo,2 Bedrooms (45.42 - 47.43 sq.m.)
1653,822,H2 Ramindra 21,2 Bedroom (45.90 - 59.95 sq.m.)
1654,822,H2 Ramindra 21,1 Bedroom (21.87 - 37.29 sq.m.)
1655,823,HAMPTON SRIRACHA,1 Bedroom (25.30 - 31.10 sq.m.)
1656,823,HAMPTON SRIRACHA,2 Bedrooms (45.40 - 57.20 sq.m.)
1657,823,HAMPTON SRIRACHA,1 Bedroom Plus (33.20 - 37.60 sq.m.)
1658,824,HI 48 SUTTHISAN,No information
1659,825,HI Chaengwattana 19,1 Bedroom (28.0 sq.m.)
1660,826,HI Ladprao 130,No information
1661,827,HI SUTTHISAN,1 Bedroom (28.0 - 30.0 sq.m.)
1662,827,HI SUTTHISAN,2 Bedrooms (40.0 sq.m.)
1663,828,HI Seacon Station,1 Bedroom (35.0 sq.m.)
1664,828,HI Seacon Station,1 Bedroom (28.0 sq.m.)
1665,829,HQ Thonglor,Duplex  (75.50 - 80.50 sq.m.)
1666,829,HQ Thonglor,2 Bedrooms (72.0 - 80.50 sq.m.)
